State,Date,PopulationEst_2021,LandArea_sqkm,new_case,new_death,Recovered,Total_Confirmed,Total_Confirmed_per10000,Total_Confirmed_per100SqKm,Total_Recovered,Total_Deceased,Total_Deceased_per10000,Total_Deceased_per100SqKm,Total_Tested,First_Dose_Administered,Partial_Vaccination_per100,Second_Dose_Administered,Full_Vaccination_per100,Male_Vaccinated,Female_Vaccinated,Transgender_Vaccinated,Total_Covaxin_Administered,Total_CoviShield_Administered,Total_SputnikV_Administered,18-45_Age,45-60_Age,60up_Age,Total_Doses_Administered,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Andaman and Nicobar Islands,2020-08-18,379944,8249,84,1,96,2529,66.5624,30.6583,1421,30,0.78959,0.36368,28937,,0,,0,,,,,,,,,,,,,,,-40,30
Andaman and Nicobar Islands,2020-08-19,379944,8249,75,0,108,2604,68.5364,31.5675,1529,30,0.78959,0.36368,29303,,0,,0,,,,,,,,,,,,,,,-34,26
Andaman and Nicobar Islands,2020-08-20,379944,8249,76,1,109,2680,70.5367,32.4888,1638,31,0.81591,0.375803,29487,,0,,0,,,,,,,,,,,,,,,-38,28
Andaman and Nicobar Islands,2020-08-21,379944,8249,67,1,106,2747,72.3001,33.301,1744,32,0.842229,0.387926,29573,,0,,0,,,,,,,,,,,,,,,-35,26
Andaman and Nicobar Islands,2020-08-22,379944,8249,61,0,109,2808,73.9056,34.0405,1853,32,0.842229,0.387926,29888,,0,,0,,,,,,,,,,,,,,,-52,
Andaman and Nicobar Islands,2020-08-23,379944,8249,52,1,110,2860,75.2743,34.6709,1963,33,0.868549,0.400048,30278,,0,,0,,,,,,,,,,,,,,,,
Andaman and Nicobar Islands,2020-08-24,379944,8249,44,2,129,2904,76.4323,35.2043,2092,35,0.921188,0.424294,30513,,0,,0,,,,,,,,,,,,,,,-27,25
Andaman and Nicobar Islands,2020-08-25,379944,8249,41,2,139,2945,77.5114,35.7013,2231,37,0.973828,0.448539,31082,,0,,0,,,,,,,,,,,,,,,-25,26
Andaman and Nicobar Islands,2020-08-26,379944,8249,40,4,78,2985,78.5642,36.1862,2309,41,1.07911,0.49703,31646,,0,,0,,,,,,,,,,,,,,,-20,22
Andaman and Nicobar Islands,2020-08-27,379944,8249,33,1,65,3018,79.4328,36.5863,2374,42,1.10543,0.509153,31830,,0,,0,,,,,,,,,,,,,,,-22,24
Andaman and Nicobar Islands,2020-08-28,379944,8249,32,0,70,3050,80.275,36.9742,2444,42,1.10543,0.509153,32100,,0,,0,,,,,,,,,,,,,,,-15,20
Andaman and Nicobar Islands,2020-08-29,379944,8249,31,2,75,3081,81.0909,37.35,2519,44,1.15807,0.533398,32407,,0,,0,,,,,,,,,,,,,,,-49,
Andaman and Nicobar Islands,2020-08-30,379944,8249,23,1,67,3104,81.6962,37.6288,2586,45,1.18439,0.545521,32674,,0,,0,,,,,,,,,,,,,,,,
Andaman and Nicobar Islands,2020-08-31,379944,8249,28,1,61,3132,82.4332,37.9682,2647,46,1.2107,0.557643,33485,,0,,0,,,,,,,,,,,,,,,-39,27
Andaman and Nicobar Islands,2020-09-01,379944,8249,28,0,67,3160,83.1702,38.3077,2714,46,1.2107,0.557643,35104,,0,,0,,,,,,,,,,,,,,,-6,18
Andaman and Nicobar Islands,2020-09-02,379944,8249,26,1,44,3186,83.8545,38.6229,2758,47,1.23702,0.569766,36136,,0,,0,,,,,,,,,,,,,,,-3,16
Andaman and Nicobar Islands,2020-09-03,379944,8249,37,1,65,3223,84.8283,39.0714,2823,48,1.26334,0.581889,37075,,0,,0,,,,,,,,,,,,,,,-6,18
Andaman and Nicobar Islands,2020-09-04,379944,8249,34,1,40,3257,85.7232,39.4836,2863,49,1.28966,0.594011,37825,,0,,0,,,,,,,,,,,,,,,-3,17
Andaman and Nicobar Islands,2020-09-05,379944,8249,35,1,41,3292,86.6443,39.9079,2904,50,1.31598,0.606134,38574,,0,,0,,,,,,,,,,,,,,,,18
Andaman and Nicobar Islands,2020-09-06,379944,8249,40,0,47,3332,87.6971,40.3928,2951,50,1.31598,0.606134,39205,,0,,0,,,,,,,,,,,,,,,,
Andaman and Nicobar Islands,2020-09-07,379944,8249,27,0,46,3359,88.4078,40.7201,2997,50,1.31598,0.606134,39995,,0,,0,,,,,,,,,,,,,,,-1,17
Andaman and Nicobar Islands,2020-09-08,379944,8249,33,0,38,3392,89.2763,41.1201,3035,50,1.31598,0.606134,41039,,0,,0,,,,,,,,,,,,,,,1,16
Andaman and Nicobar Islands,2020-09-09,379944,8249,34,1,43,3426,90.1712,41.5323,3078,51,1.3423,0.618257,41776,,0,,0,,,,,,,,,,,,,,,0,15
Andaman and Nicobar Islands,2020-09-10,379944,8249,39,0,43,3465,91.1977,42.0051,3121,51,1.3423,0.618257,42792,,0,,0,,,,,,,,,,,,,,,0,15
Andaman and Nicobar Islands,2020-09-11,379944,8249,29,0,36,3494,91.9609,42.3566,3157,51,1.3423,0.618257,43680,,0,,0,,,,,,,,,,,-35,,-61,25,1,13
Andaman and Nicobar Islands,2020-09-12,379944,8249,27,0,45,3521,92.6716,42.684,3202,51,1.3423,0.618257,44570,,0,,0,,,,,,,,,,,-37,,-63,28,-6,14
Andaman and Nicobar Islands,2020-09-13,379944,8249,25,0,41,3546,93.3295,42.987,3243,51,1.3423,0.618257,45279,,0,,0,,,,,,,,,,,-52,,-52,12,4,
Andaman and Nicobar Islands,2020-09-14,379944,8249,11,1,35,3557,93.6191,43.1204,3278,52,1.36862,0.630379,45987,,0,,0,,,,,,,,,,,-39,,-60,29,5,13
Andaman and Nicobar Islands,2020-09-15,379944,8249,17,0,40,3574,94.0665,43.3265,3318,52,1.36862,0.630379,46823,,0,,0,,,,,,,,,,,-35,,-60,32,4,12
Andaman and Nicobar Islands,2020-09-16,379944,8249,19,0,27,3593,94.5666,43.5568,3345,52,1.36862,0.630379,47794,,0,,0,,,,,,,,,,,-31,,-57,40,2,14
Andaman and Nicobar Islands,2020-09-17,379944,8249,11,0,33,3604,94.8561,43.6901,3378,52,1.36862,0.630379,48861,,0,,0,,,,,,,,,,,-47,,-63,15,-2,17
Andaman and Nicobar Islands,2020-09-18,379944,8249,27,0,36,3631,95.5667,44.0175,3414,52,1.36862,0.630379,50035,,0,,0,,,,,,,,,,,-39,,-64,19,5,17
Andaman and Nicobar Islands,2020-09-19,379944,8249,13,0,22,3644,95.9089,44.1751,3436,52,1.36862,0.630379,50681,,0,,0,,,,,,,,,,,-43,,-67,14,2,20
Andaman and Nicobar Islands,2020-09-20,379944,8249,7,0,15,3651,96.0931,44.2599,3451,52,1.36862,0.630379,51262,,0,,0,,,,,,,,,,,-50,,-55,7,15,
Andaman and Nicobar Islands,2020-09-21,379944,8249,22,0,18,3673,96.6721,44.5266,3469,52,1.36862,0.630379,52220,,0,,0,,,,,,,,,,,-40,,-63,24,7,16
Andaman and Nicobar Islands,2020-09-22,379944,8249,18,0,10,3691,97.1459,44.7448,3479,52,1.36862,0.630379,52845,,0,,0,,,,,,,,,,,-32,,-54,34,7,15
Andaman and Nicobar Islands,2020-09-23,379944,8249,21,0,15,3712,97.6986,44.9994,3494,52,1.36862,0.630379,53591,,0,,0,,,,,,,,,,,-29,,-53,36,5,16
Andaman and Nicobar Islands,2020-09-24,379944,8249,32,0,9,3744,98.5408,45.3873,3503,52,1.36862,0.630379,52992,,0,,0,,,,,,,,,,,-33,,-52,26,6,18
Andaman and Nicobar Islands,2020-09-25,379944,8249,15,0,25,3759,98.9356,45.5692,3528,52,1.36862,0.630379,55169,,0,,0,,,,,,,,,,,-29,,-54,25,10,19
Andaman and Nicobar Islands,2020-09-26,379944,8249,15,0,23,3774,99.3304,45.751,3551,52,1.36862,0.630379,56059,,0,,0,,,,,,,,,,,-33,,-53,29,7,19
Andaman and Nicobar Islands,2020-09-27,379944,8249,20,1,2,3794,99.8568,45.9935,3553,53,1.39494,0.642502,56661,,0,,0,,,,,,,,,,,-48,,-47,7,11,19
Andaman and Nicobar Islands,2020-09-28,379944,8249,9,0,29,3803,100.094,46.1026,3582,53,1.39494,0.642502,57343,,0,,0,,,,,,,,,,,-36,,-55,19,8,19
Andaman and Nicobar Islands,2020-09-29,379944,8249,18,0,5,3821,100.567,46.3208,3587,53,1.39494,0.642502,58135,,0,,0,,,,,,,,,,,-35,,-55,27,4,17
Andaman and Nicobar Islands,2020-09-30,379944,8249,14,0,21,3835,100.936,46.4905,3608,53,1.39494,0.642502,58763,,0,,0,,,,,,,,,,,-30,,-55,33,4,13
Andaman and Nicobar Islands,2020-10-01,379944,8249,13,0,15,3848,101.278,46.6481,3623,53,1.39494,0.642502,59676,,0,,0,,,,,,,,,,,-26,,-55,33,1,7
Andaman and Nicobar Islands,2020-10-02,379944,8249,10,0,8,3858,101.541,46.7693,3631,53,1.39494,0.642502,60437,,0,,0,,,,,,,,,,,-31,,-58,20,-39,16
Andaman and Nicobar Islands,2020-10-03,379944,8249,10,0,11,3868,101.804,46.8905,3642,53,1.39494,0.642502,61231,,0,,0,,,,,,,,,,,-31,,-64,23,-1,11
Andaman and Nicobar Islands,2020-10-04,379944,8249,16,0,7,3884,102.226,47.0845,3649,53,1.39494,0.642502,62103,,0,,0,,,,,,,,,,,-37,,-51,12,1,9
Andaman and Nicobar Islands,2020-10-05,379944,8249,15,1,10,3899,102.62,47.2663,3659,54,1.42126,0.654625,63009,,0,,0,,,,,,,,,,,-18,,-55,40,0,6
Andaman and Nicobar Islands,2020-10-06,379944,8249,13,0,19,3912,102.963,47.4239,3678,54,1.42126,0.654625,63790,,0,,0,,,,,,,,,,,-23,,-51,39,0,7
Andaman and Nicobar Islands,2020-10-07,379944,8249,23,0,18,3935,103.568,47.7028,3696,54,1.42126,0.654625,65111,,0,,0,,,,,,,,,,,-22,,-51,51,5,8
Andaman and Nicobar Islands,2020-10-08,379944,8249,17,1,11,3952,104.015,47.9088,3707,55,1.44758,0.666747,66244,,0,,0,,,,,,,,,,,-26,,-52,40,8,11
Andaman and Nicobar Islands,2020-10-09,379944,8249,24,0,17,3976,104.647,48.1998,3724,55,1.44758,0.666747,67332,,0,,0,,,,,,,,,,,-19,,-51,40,9,13
Andaman and Nicobar Islands,2020-10-10,379944,8249,16,0,20,3992,105.068,48.3937,3744,55,1.44758,0.666747,68464,,0,,0,,,,,,,,,,,-29,,-61,24,5,18
Andaman and Nicobar Islands,2020-10-11,379944,8249,13,0,20,4005,105.41,48.5513,3764,55,1.44758,0.666747,69146,,0,,0,,,,,,,,,,,-43,,-55,7,10,16
Andaman and Nicobar Islands,2020-10-12,379944,8249,18,0,6,4023,105.884,48.7695,3770,55,1.44758,0.666747,69932,,0,,0,,,,,,,,,,,-21,,-56,32,9,13
Andaman and Nicobar Islands,2020-10-13,379944,8249,13,0,12,4036,106.226,48.9271,3782,55,1.44758,0.666747,70780,,0,,0,,,,,,,,,,,-14,,-49,38,8,13
Andaman and Nicobar Islands,2020-10-14,379944,8249,10,0,14,4046,106.489,49.0484,3796,55,1.44758,0.666747,71624,,0,,0,,,,,,,,,,,-16,,-53,38,9,13
Andaman and Nicobar Islands,2020-10-15,379944,8249,16,0,21,4062,106.91,49.2423,3817,55,1.44758,0.666747,72525,,0,,0,,,,,,,,,,,-21,,-51,32,8,16
Andaman and Nicobar Islands,2020-10-16,379944,8249,10,1,14,4072,107.174,49.3636,3831,56,1.4739,0.67887,73363,,0,,0,,,,,,,,,,,-20,,-57,34,11,17
Andaman and Nicobar Islands,2020-10-17,379944,8249,11,0,17,4083,107.463,49.4969,3848,56,1.4739,0.67887,74277,,0,,0,,,,,,,,,,,-19,,-56,35,11,16
Andaman and Nicobar Islands,2020-10-18,379944,8249,25,0,20,4108,108.121,49.8,3868,56,1.4739,0.67887,75030,,0,,0,,,,,,,,,,,-37,,-53,15,12,17
Andaman and Nicobar Islands,2020-10-19,379944,8249,18,0,24,4126,108.595,50.0182,3892,56,1.4739,0.67887,75977,,0,,0,,,,,,,,,,,-18,,-56,37,9,15
Andaman and Nicobar Islands,2020-10-20,379944,8249,15,0,10,4141,108.99,50.2,3902,56,1.4739,0.67887,77200,,0,,0,,,,,,,,,,,-21,,-54,37,8,15
Andaman and Nicobar Islands,2020-10-21,379944,8249,27,0,11,4168,109.7,50.5273,3913,56,1.4739,0.67887,78303,,0,,0,,,,,,,,,,,-13,,-54,42,8,11
Andaman and Nicobar Islands,2020-10-22,379944,8249,16,1,24,4184,110.121,50.7213,3937,57,1.50022,0.690993,79301,,0,,0,,,,,,,,,,,-12,,-57,44,7,9
Andaman and Nicobar Islands,2020-10-23,379944,8249,23,1,8,4207,110.727,51.0001,3945,58,1.52654,0.703116,80768,,0,,0,,,,,,,,,,,-7,,-55,43,5,10
Andaman and Nicobar Islands,2020-10-24,379944,8249,18,0,23,4225,111.201,51.2183,3968,58,1.52654,0.703116,81880,,0,,0,,,,,,,,,,,-8,,-57,35,-1,11
Andaman and Nicobar Islands,2020-10-25,379944,8249,20,0,15,4245,111.727,51.4608,3983,58,1.52654,0.703116,82626,,0,,0,,,,,,,,,,,-18,,-45,28,18,9
Andaman and Nicobar Islands,2020-10-26,379944,8249,8,0,14,4253,111.938,51.5578,3997,58,1.52654,0.703116,83115,,0,,0,,,,,,,,,,,-20,,-52,21,-35,16
Andaman and Nicobar Islands,2020-10-27,379944,8249,21,0,22,4274,112.49,51.8123,4019,58,1.52654,0.703116,84308,,0,,0,,,,,,,,,,,-11,,-50,42,8,9
Andaman and Nicobar Islands,2020-10-28,379944,8249,15,0,20,4289,112.885,51.9942,4039,58,1.52654,0.703116,85378,,0,,0,,,,,,,,,,,-12,,-52,44,7,8
Andaman and Nicobar Islands,2020-10-29,379944,8249,16,1,15,4305,113.306,52.1881,4054,59,1.55286,0.715238,86715,,0,,0,,,,,,,,,,,-13,,-49,37,3,8
Andaman and Nicobar Islands,2020-10-30,379944,8249,12,0,22,4317,113.622,52.3336,4076,59,1.55286,0.715238,87789,,0,,0,,,,,,,,,,,-12,,-54,34,-2,11
Andaman and Nicobar Islands,2020-10-31,379944,8249,15,0,24,4332,114.017,52.5155,4100,59,1.55286,0.715238,88453,,0,,0,,,,,,,,,,,-19,,-50,28,-12,13
Andaman and Nicobar Islands,2020-11-01,379944,8249,8,1,12,4340,114.227,52.6124,4112,60,1.57918,0.727361,89559,,0,,0,,,,,,,,,,,-27,,-42,21,8,10
Andaman and Nicobar Islands,2020-11-02,379944,8249,12,0,20,4352,114.543,52.7579,4132,60,1.57918,0.727361,90901,,0,,0,,,,,,,,,,,-7,,-50,36,3,8
Andaman and Nicobar Islands,2020-11-03,379944,8249,20,0,21,4372,115.07,53.0004,4153,60,1.57918,0.727361,92249,,0,,0,,,,,,,,,,,-9,,-48,42,4,8
Andaman and Nicobar Islands,2020-11-04,379944,8249,17,0,10,4389,115.517,53.2064,4163,60,1.57918,0.727361,93406,,0,,0,,,,,,,,,,,-6,,-50,46,5,6
Andaman and Nicobar Islands,2020-11-05,379944,8249,14,0,12,4403,115.885,53.3762,4175,60,1.57918,0.727361,94639,,0,,0,,,,,,,,,,,-11,,-46,42,5,6
Andaman and Nicobar Islands,2020-11-06,379944,8249,17,0,19,4420,116.333,53.5823,4194,60,1.57918,0.727361,96214,,0,,0,,,,,,,,,,,-11,,-50,34,7,7
Andaman and Nicobar Islands,2020-11-07,379944,8249,21,0,12,4441,116.886,53.8368,4206,60,1.57918,0.727361,97603,,0,,0,,,,,,,,,,,-7,,-50,36,7,9
Andaman and Nicobar Islands,2020-11-08,379944,8249,9,0,15,4450,117.123,53.9459,4221,60,1.57918,0.727361,98812,,0,,0,,,,,,,,,,,-22,,-39,24,12,9
Andaman and Nicobar Islands,2020-11-09,379944,8249,13,0,18,4463,117.465,54.1035,4239,60,1.57918,0.727361,100025,,0,,0,,,,,,,,,,,-14,,-56,29,2,10
Andaman and Nicobar Islands,2020-11-10,379944,8249,14,0,16,4477,117.833,54.2732,4255,60,1.57918,0.727361,101226,,0,,0,,,,,,,,,,,-7,,-53,35,3,8
Andaman and Nicobar Islands,2020-11-11,379944,8249,17,0,12,4494,118.281,54.4793,4267,60,1.57918,0.727361,102433,,0,,0,,,,,,,,,,,5,,-49,43,3,5
Andaman and Nicobar Islands,2020-11-12,379944,8249,13,1,15,4507,118.623,54.6369,4282,61,1.6055,0.739484,103599,,0,,0,,,,,,,,,,,12,,-49,48,0,4
Andaman and Nicobar Islands,2020-11-13,379944,8249,11,0,22,4518,118.912,54.7703,4304,61,1.6055,0.739484,104785,,0,,0,,,,,,,,,,,16,,-51,48,-3,6
Andaman and Nicobar Islands,2020-11-14,379944,8249,9,0,11,4527,119.149,54.8794,4315,61,1.6055,0.739484,105699,,0,,0,,,,,,,,,,,-25,,-51,21,-39,15
Andaman and Nicobar Islands,2020-11-15,379944,8249,9,0,15,4536,119.386,54.9885,4330,61,1.6055,0.739484,106734,,0,,0,,,,,,,,,,,-26,,-36,16,2,10
Andaman and Nicobar Islands,2020-11-16,379944,8249,21,0,16,4557,119.939,55.2431,4346,61,1.6055,0.739484,108080,,0,,0,,,,,,,,,,,-4,,-44,37,0,7
Andaman and Nicobar Islands,2020-11-17,379944,8249,17,0,17,4574,120.386,55.4491,4363,61,1.6055,0.739484,109646,,0,,0,,,,,,,,,,,-7,,-44,41,2,5
Andaman and Nicobar Islands,2020-11-18,379944,8249,19,0,15,4593,120.886,55.6795,4378,61,1.6055,0.739484,111166,,0,,0,,,,,,,,,,,-11,,-45,46,6,5
Andaman and Nicobar Islands,2020-11-19,379944,8249,11,0,20,4604,121.176,55.8128,4398,61,1.6055,0.739484,112792,,0,,0,,,,,,,,,,,-12,,-39,42,6,6
Andaman and Nicobar Islands,2020-11-20,379944,8249,13,0,10,4617,121.518,55.9704,4408,61,1.6055,0.739484,114392,,0,,0,,,,,,,,,,,-10,,-43,37,3,8
Andaman and Nicobar Islands,2020-11-21,379944,8249,14,0,20,4631,121.886,56.1401,4428,61,1.6055,0.739484,115968,,0,,0,,,,,,,,,,,-6,,-47,36,7,7
Andaman and Nicobar Islands,2020-11-22,379944,8249,10,0,12,4641,122.15,56.2614,4440,61,1.6055,0.739484,117093,,0,,0,,,,,,,,,,,-30,,-44,13,4,9
Andaman and Nicobar Islands,2020-11-23,379944,8249,15,0,13,4656,122.544,56.4432,4453,61,1.6055,0.739484,118654,,0,,0,,,,,,,,,,,-9,,-46,35,5,6
Andaman and Nicobar Islands,2020-11-24,379944,8249,11,0,11,4667,122.834,56.5766,4464,61,1.6055,0.739484,120324,,0,,0,,,,,,,,,,,-12,,-44,43,0,8
Andaman and Nicobar Islands,2020-11-25,379944,8249,10,0,15,4677,123.097,56.6978,4479,61,1.6055,0.739484,121931,,0,,0,,,,,,,,,,,-7,,-43,46,4,6
Andaman and Nicobar Islands,2020-11-26,379944,8249,5,0,12,4682,123.229,56.7584,4491,61,1.6055,0.739484,123165,,0,,0,,,,,,,,,,,-11,,-43,41,3,6
Andaman and Nicobar Islands,2020-11-27,379944,8249,7,0,17,4689,123.413,56.8433,4508,61,1.6055,0.739484,124832,,0,,0,,,,,,,,,,,-11,,-42,35,7,7
Andaman and Nicobar Islands,2020-11-28,379944,8249,9,0,10,4698,123.65,56.9524,4518,61,1.6055,0.739484,126331,,0,,0,,,,,,,,,,,-20,,-50,22,5,13
Andaman and Nicobar Islands,2020-11-29,379944,8249,6,0,19,4704,123.808,57.0251,4537,61,1.6055,0.739484,127912,,0,,0,,,,,,,,,,,-16,,-29,23,12,8
Andaman and Nicobar Islands,2020-11-30,379944,8249,6,0,13,4710,123.966,57.0978,4550,61,1.6055,0.739484,129389,,0,,0,,,,,,,,,,,-9,,-37,37,-31,13
Andaman and Nicobar Islands,2020-12-01,379944,8249,8,0,16,4718,124.176,57.1948,4566,61,1.6055,0.739484,131080,,0,,0,,,,,,,,,,,-4,,-39,43,9,6
Andaman and Nicobar Islands,2020-12-02,379944,8249,5,0,17,4723,124.308,57.2554,4583,61,1.6055,0.739484,132784,,0,,0,,,,,,,,,,,-5,,-31,49,14,4
Andaman and Nicobar Islands,2020-12-03,379944,8249,6,0,14,4729,124.466,57.3282,4597,61,1.6055,0.739484,134355,,0,,0,,,,,,,,,,,-13,,-35,36,15,7
Andaman and Nicobar Islands,2020-12-04,379944,8249,13,0,14,4742,124.808,57.4858,4611,61,1.6055,0.739484,135952,,0,,0,,,,,,,,,,,-6,,-34,38,14,8
Andaman and Nicobar Islands,2020-12-05,379944,8249,5,0,5,4747,124.939,57.5464,4616,61,1.6055,0.739484,137648,,0,,0,,,,,,,,,,,-6,,-34,39,21,8
Andaman and Nicobar Islands,2020-12-06,379944,8249,11,0,8,4758,125.229,57.6797,4624,61,1.6055,0.739484,139326,,0,,0,,,,,,,,,,,-13,,-16,31,21,6
Andaman and Nicobar Islands,2020-12-07,379944,8249,15,0,7,4773,125.624,57.8616,4631,61,1.6055,0.739484,140961,,0,,0,,,,,,,,,,,-3,,-28,52,14,5
Andaman and Nicobar Islands,2020-12-08,379944,8249,5,0,16,4778,125.755,57.9222,4647,61,1.6055,0.739484,142667,,0,,0,,,,,,,,,,,-5,,-27,53,17,5
Andaman and Nicobar Islands,2020-12-09,379944,8249,5,0,0,4783,125.887,57.9828,4647,61,1.6055,0.739484,144401,,0,,0,,,,,,,,,,,-2,,-28,53,15,5
Andaman and Nicobar Islands,2020-12-10,379944,8249,8,0,5,4791,126.098,58.0798,4652,61,1.6055,0.739484,146143,,0,,0,,,,,,,,,,,-6,,-25,58,17,9
Andaman and Nicobar Islands,2020-12-11,379944,8249,7,0,7,4798,126.282,58.1646,4659,61,1.6055,0.739484,147806,,0,,0,,,,,,,,,,,-3,,-28,56,19,11
Andaman and Nicobar Islands,2020-12-12,379944,8249,7,0,6,4805,126.466,58.2495,4665,61,1.6055,0.739484,149926,,0,,0,,,,,,,,,,,-5,,-26,56,13,13
Andaman and Nicobar Islands,2020-12-13,379944,8249,13,0,8,4818,126.808,58.4071,4673,61,1.6055,0.739484,152004,,0,,0,,,,,,,,,,,-18,,-13,50,23,12
Andaman and Nicobar Islands,2020-12-14,379944,8249,16,0,8,4834,127.229,58.601,4681,61,1.6055,0.739484,153685,,0,,0,,,,,,,,,,,-8,,-30,56,18,11
Andaman and Nicobar Islands,2020-12-15,379944,8249,8,0,7,4842,127.44,58.698,4688,61,1.6055,0.739484,155454,,0,,0,,,,,,,,,,,-6,,-28,62,18,10
Andaman and Nicobar Islands,2020-12-16,379944,8249,8,0,10,4850,127.65,58.795,4698,61,1.6055,0.739484,157242,,0,,0,,,,,,,,,,,-14,,-32,58,16,13
Andaman and Nicobar Islands,2020-12-17,379944,8249,10,0,9,4860,127.914,58.9162,4707,61,1.6055,0.739484,159027,,0,,0,,,,,,,,,,,-7,,-24,62,20,12
Andaman and Nicobar Islands,2020-12-18,379944,8249,9,0,5,4869,128.15,59.0253,4712,61,1.6055,0.739484,160856,,0,,0,,,,,,,,,,,-1,,-26,67,22,12
Andaman and Nicobar Islands,2020-12-19,379944,8249,6,0,7,4875,128.308,59.0981,4719,61,1.6055,0.739484,162821,,0,,0,,,,,,,,,,,0,,-22,64,23,12
Andaman and Nicobar Islands,2020-12-20,379944,8249,6,0,13,4881,128.466,59.1708,4732,61,1.6055,0.739484,165024,,0,,0,,,,,,,,,,,-9,,-6,55,24,11
Andaman and Nicobar Islands,2020-12-21,379944,8249,7,1,8,4888,128.651,59.2557,4740,62,1.63182,0.751606,166845,,0,,0,,,,,,,,,,,5,,-19,66,20,10
Andaman and Nicobar Islands,2020-12-22,379944,8249,5,0,9,4893,128.782,59.3163,4749,62,1.63182,0.751606,168769,,0,,0,,,,,,,,,,,-1,,-20,65,19,11
Andaman and Nicobar Islands,2020-12-23,379944,8249,3,0,12,4896,128.861,59.3526,4761,62,1.63182,0.751606,170666,,0,,0,,,,,,,,,,,3,,-20,75,18,9
Andaman and Nicobar Islands,2020-12-24,379944,8249,5,0,14,4901,128.993,59.4133,4775,62,1.63182,0.751606,172756,,0,,0,,,,,,,,,,,8,,-14,70,9,10
Andaman and Nicobar Islands,2020-12-25,379944,8249,11,0,6,4912,129.282,59.5466,4781,62,1.63182,0.751606,174482,,0,,0,,,,,,,,,,,-6,,-13,47,-35,18
Andaman and Nicobar Islands,2020-12-26,379944,8249,0,0,8,4912,129.282,59.5466,4789,62,1.63182,0.751606,175578,,0,,0,,,,,,,,,,,-16,,-31,58,15,16
Andaman and Nicobar Islands,2020-12-27,379944,8249,12,0,9,4924,129.598,59.6921,4798,62,1.63182,0.751606,176898,,0,,0,,,,,,,,,,,-6,,-6,55,23,12
Andaman and Nicobar Islands,2020-12-28,379944,8249,5,0,5,4929,129.73,59.7527,4803,62,1.63182,0.751606,177926,,0,,0,,,,,,,,,,,5,,-15,64,22,11
Andaman and Nicobar Islands,2020-12-29,379944,8249,7,0,8,4936,129.914,59.8376,4811,62,1.63182,0.751606,179444,,0,,0,,,,,,,,,,,-2,,-15,70,19,10
Andaman and Nicobar Islands,2020-12-30,379944,8249,5,0,9,4941,130.045,59.8982,4820,62,1.63182,0.751606,180626,,0,,0,,,,,,,,,,,7,,-13,75,15,10
Andaman and Nicobar Islands,2020-12-31,379944,8249,4,0,6,4945,130.151,59.9467,4826,62,1.63182,0.751606,181640,,0,,0,,,,,,,,,,,17,,-9,75,19,7
Andaman and Nicobar Islands,2021-01-01,379944,8249,1,0,4,4946,130.177,59.9588,4830,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,-5,,-13,50,10,13
Andaman and Nicobar Islands,2021-01-02,379944,8249,1,0,7,4947,130.203,59.9709,4837,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,5,,-16,66,30,11
Andaman and Nicobar Islands,2021-01-03,379944,8249,1,0,9,4948,130.23,59.983,4846,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,-5,,3,57,27,10
Andaman and Nicobar Islands,2021-01-04,379944,8249,0,0,2,4948,130.23,59.983,4848,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,2,,-18,67,28,10
Andaman and Nicobar Islands,2021-01-05,379944,8249,1,0,8,4949,130.256,59.9952,4856,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,-5,,-17,63,24,10
Andaman and Nicobar Islands,2021-01-06,379944,8249,0,0,3,4949,130.256,59.9952,4859,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,6,,-20,67,28,9
Andaman and Nicobar Islands,2021-01-07,379944,8249,9,0,5,4958,130.493,60.1043,4864,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,1,,-15,65,27,10
Andaman and Nicobar Islands,2021-01-08,379944,8249,1,0,2,4959,130.519,60.1164,4866,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,9,,-19,66,30,11
Andaman and Nicobar Islands,2021-01-09,379944,8249,0,0,7,4959,130.519,60.1164,4873,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,10,,-14,63,18,10
Andaman and Nicobar Islands,2021-01-10,379944,8249,1,0,2,4960,130.546,60.1285,4875,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,-4,,5,49,29,10
Andaman and Nicobar Islands,2021-01-11,379944,8249,3,0,9,4963,130.625,60.1649,4884,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,8,,-18,60,30,9
Andaman and Nicobar Islands,2021-01-12,379944,8249,3,0,2,4966,130.703,60.2012,4886,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,2,,-25,55,23,9
Andaman and Nicobar Islands,2021-01-13,379944,8249,3,0,5,4969,130.782,60.2376,4891,62,1.63182,0.751606,,,0,,0,,,,,,,,,,,15,,-19,62,23,7
