State,Date,new_case,new_death,tot_cases,tot_death,total_vaccinations,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,new_tests,Number_of_Trips,Population_Staying_at_Home,Number_of_Trips_500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Alabama,2021-01-01,2295,81,385488,7207,,,,,,422,1,13253,12478582,1288966,4266,-44,-30,-16,-46,-72,26
Alabama,2021-01-02,3314,78,388802,7285,,,,,,391,2,8449,14951965,1102769,4445,-19,-8,-2,-8,-19,7
Alabama,2021-01-03,3213,75,392015,7360,,,,,,439,2,6543,13260015,1190533,4763,-16,-8,-7,-1,-17,6
Alabama,2021-01-04,6447,89,398462,7449,,,,,,429,2,9620,15490063,962896,3346,-5,2,-9,-9,-26,8
Alabama,2021-01-05,5241,69,403703,7518,,,,,,466,2,13973,14764662,946929,3174,-10,-1,-14,-12,-25,8
Alabama,2021-01-06,4504,79,408207,7597,,,,,,443,8,22889,15388629,906117,3784,-10,-3,-13,-12,-25,9
Alabama,2021-01-07,4315,79,412522,7676,,,,,,451,2,23001,14684042,922576,3887,-20,-7,-35,-20,-25,11
Alabama,2021-01-08,3797,71,416319,7747,,,,,,428,4,20479,16172762,899884,4348,-18,-10,-29,-19,-24,11
Alabama,2021-01-09,2305,81,418624,7828,,,,,,464,4,14983,15414772,1004182,4687,-16,-6,-27,-14,-9,6
Alabama,2021-01-10,2027,81,420651,7909,,,,,,391,4,8368,13518130,1091395,4711,-15,-5,-22,-15,-16,6
Alabama,2021-01-11,4220,85,424871,7994,,,,,,352,2,13480,14496291,998461,4296,-17,-5,-35,-22,-26,11
Alabama,2021-01-12,3417,77,428288,8071,78134.0,0.15,1.45,,,435,1,18947,14891050,953339,4318,-15,-7,-25,-15,-24,9
Alabama,2021-01-13,3224,83,431512,8154,84040.0,0.19,1.53,5906.0,1205.0,416,0,21976,15314055,930850,4385,-13,-6,-18,-14,-24,8
Alabama,2021-01-14,3210,94,434722,8248,92300.0,,1.64,7083.0,1445.0,395,3,20422,15829478,882102,3826,-17,-7,-17,-15,-24,8
Alabama,2021-01-15,3000,73,437722,8321,100567.0,0.28,1.77,7478.0,1525.0,407,3,18947,18288867,840695,3268,-18,-12,-16,-17,-24,9
Alabama,2021-01-16,1844,69,439566,8390,,,,7498.0,1529.0,395,2,10394,17931486,980641,2905,-19,-10,-15,-18,-11,5
Alabama,2021-01-17,1752,69,441318,8459,,,,7509.0,1531.0,300,4,2565,15392441,941411,4068,-19,-10,-7,-17,-19,5
Alabama,2021-01-18,3426,85,444744,8544,,,,7517.0,1533.0,339,3,13066,17690882,815554,4645,-14,-9,-4,-17,-43,12
Alabama,2021-01-19,3290,80,448034,8624,130795.0,0.33,2.33,7523.0,1534.0,353,1,19722,14950335,867621,3291,-19,-9,-18,-16,-23,8
Alabama,2021-01-20,2928,81,450962,8705,139200.0,0.37,2.47,7880.0,1607.0,360,0,19502,15714631,839795,3367,-16,-10,-10,-15,-24,8
Alabama,2021-01-21,2795,86,453757,8791,165919.0,0.44,2.95,10517.0,2145.0,316,3,18303,16618317,800971,3722,-21,-10,-29,-19,-23,10
Alabama,2021-01-22,2518,85,456275,8876,199314.0,0.51,3.56,14107.0,2877.0,321,1,18117,17475948,757762,3905,-20,-14,-22,-19,-22,10
Alabama,2021-01-23,1583,70,457858,8946,221540.0,0.56,3.96,16202.0,3304.0,265,5,10961,16503512,854122,3452,-18,-9,4,-16,-8,4
Alabama,2021-01-24,1617,71,459475,9017,243737.0,0.61,4.36,18294.0,3731.0,238,1,7485,14660063,982133,4941,-21,-11,-9,-20,-16,5
Alabama,2021-01-25,3323,64,462798,9081,250612.0,0.61,4.5,18196.0,3711.0,238,2,11969,15449944,829074,4392,-20,-11,-16,-18,-23,8
Alabama,2021-01-26,2850,73,465648,9154,254959.0,0.63,4.57,17738.0,3618.0,303,4,17746,16841559,801806,3846,-18,-10,-12,-16,-22,8
Alabama,2021-01-27,2492,60,468140,9214,266444.0,0.69,4.74,18178.0,3707.0,283,1,19241,16196143,813869,3894,-15,-9,-15,-15,-23,8
Alabama,2021-01-28,2259,80,470399,9294,278993.0,0.76,4.92,16153.0,3294.0,284,1,13417,16244954,798573,3858,-18,-9,-21,-16,-22,8
Alabama,2021-01-29,1931,76,472330,9370,300915.0,0.9,5.23,14514.0,2960.0,261,6,10628,17467064,769510,3905,-16,-9,-12,-17,-22,8
Alabama,2021-01-30,1215,66,473545,9436,342436.0,1.1,5.88,17271.0,3522.0,230,6,10640,16650592,859098,3459,-15,-5,1,-14,-8,4
Alabama,2021-01-31,1189,38,474734,9474,353974.0,1.13,6.08,15748.0,3212.0,206,4,5523,15233951,960133,4964,-18,-7,-11,-18,-16,5
Alabama,2021-02-01,2389,52,477123,9526,358280.0,1.15,6.15,15381.0,3137.0,230,5,10158,16976462,842910,4552,-17,-7,-28,-17,-23,8
Alabama,2021-02-02,1934,52,479057,9578,371882.0,1.2,6.38,16703.0,3407.0,255,5,16633,17356777,818429,3844,-16,-6,-21,-16,-22,8
Alabama,2021-02-03,1666,56,480723,9634,388339.0,1.28,6.63,17414.0,3552.0,219,6,16297,17040459,793395,4154,-9,-2,-11,-13,-22,6
Alabama,2021-02-04,1607,50,482330,9684,408428.0,1.41,6.91,18491.0,3771.0,206,1,17473,17142324,772686,4352,-16,-5,-19,-17,-22,7
Alabama,2021-02-05,1524,51,483854,9735,430597.0,1.56,7.21,18526.0,3778.0,236,6,15570,18627307,737209,3926,-16,-8,-19,-18,-22,8
Alabama,2021-02-06,948,42,484802,9777,455173.0,1.72,7.55,16105.0,3285.0,203,7,10871,16204668,871367,3499,-19,-7,-28,-19,-11,6
Alabama,2021-02-07,909,34,485711,9811,462332.0,1.76,7.66,15480.0,3157.0,175,2,4799,16622158,940401,5801,-21,-4,-21,-21,-15,5
Alabama,2021-02-08,1670,36,487381,9847,467636.0,1.8,7.72,15622.0,3186.0,191,0,9891,18685928,843755,5517,-16,-6,-9,-17,-22,7
Alabama,2021-02-09,1449,46,488830,9893,490969.0,1.94,8.06,17012.0,3470.0,189,5,16584,18490753,820612,4332,-15,-6,-10,-16,-21,7
Alabama,2021-02-10,1313,49,490143,9942,515802.0,2.09,8.41,18209.0,3714.0,180,4,16558,18581760,808657,4119,-10,-2,2,-13,-21,6
Alabama,2021-02-11,1142,35,491285,9977,543237.0,2.26,8.8,19258.0,3928.0,176,0,14526,18588422,802143,5278,-19,-7,-35,-18,-22,9
Alabama,2021-02-12,1067,33,492352,10010,571115.0,2.49,9.14,20074.0,4094.0,181,5,14198,18326192,738725,4941,-15,-5,-28,-15,-23,9
Alabama,2021-02-13,734,25,493086,10035,601159.0,2.71,9.53,20855.0,4253.0,143,3,7779,16244190,911972,3989,-14,4,-30,-15,-12,6
Alabama,2021-02-14,617,31,493703,10066,612254.0,2.79,9.67,21417.0,4368.0,115,0,5122,16235459,945783,5600,-11,8,-28,-17,-16,5
Alabama,2021-02-15,965,27,494668,10093,,,,22405.0,4569.0,133,0,6736,16209313,1067506,5660,-36,-16,-48,-36,-47,19
Alabama,2021-02-16,683,29,495351,10122,636682.0,3.04,9.92,20816.0,4245.0,133,3,7774,14402965,1211519,5180,-47,-32,-49,-45,-57,25
Alabama,2021-02-17,1084,29,496435,10151,650020.0,3.15,10.08,19174.0,3911.0,117,0,9154,17464206,830025,4364,-17,-4,-28,-23,-27,11
Alabama,2021-02-18,883,29,497318,10180,672038.0,3.37,10.31,18400.0,3753.0,158,6,13022,18509002,811300,4399,-23,-9,-36,-25,-28,13
Alabama,2021-02-19,774,34,498092,10214,739132.0,3.92,11.12,24002.0,4895.0,130,3,11631,19140283,745908,4161,-17,-8,-24,-20,-23,10
Alabama,2021-02-20,609,31,498701,10245,776936.0,4.37,11.44,25111.0,5121.0,155,4,8115,17214763,847518,3463,-13,-3,1,-9,-3,4
Alabama,2021-02-21,583,34,499284,10279,788613.0,4.48,11.57,25194.0,5138.0,111,2,3959,17561508,872392,5372,-13,-3,9,-5,-10,4
Alabama,2021-02-22,1056,20,500340,10299,793614.0,4.65,11.91,24164.0,4928.0,95,1,9938,19538692,750840,4827,-12,-4,-8,-11,-19,7
Alabama,2021-02-23,856,21,501196,10320,815108.0,4.88,12.11,25489.0,5198.0,123,1,10587,20089413,725651,3951,-10,-4,3,-9,-19,6
Alabama,2021-02-24,2489,22,503685,10342,839703.0,5.17,12.33,27098.0,5527.0,103,3,29218,19459321,720683,3515,-4,-1,12,-5,-20,5
Alabama,2021-02-25,751,22,504436,10364,864757.0,5.48,12.54,27531.0,5615.0,112,0,13560,19805278,717210,3509,-9,-2,4,-6,-19,6
Alabama,2021-02-26,669,28,505105,10392,893859.0,5.83,12.79,22104.0,4508.0,92,0,11095,19852189,694069,3762,-11,-7,-13,-11,-20,7
Alabama,2021-02-27,423,19,505528,10411,931090.0,6.28,13.12,22022.0,4491.0,102,2,6656,18341267,788574,3018,-8,0,15,-3,-6,2
Alabama,2021-02-28,482,12,506010,10423,942502.0,6.39,13.25,21984.0,4484.0,81,2,3659,17795813,873485,4651,-8,1,14,-1,-11,3
Alabama,2021-03-01,866,17,506876,10440,948393.0,6.45,13.32,22111.0,4510.0,83,1,7524,19057463,758274,4600,-10,-2,-25,-10,-20,7
Alabama,2021-03-02,556,12,507432,10452,972161.0,6.73,13.53,22436.0,4576.0,93,4,10482,18033356,760483,3595,-14,-7,-31,-11,-20,8
Alabama,2021-03-03,569,10,508001,10462,1000031.0,7.07,13.76,22904.0,4671.0,82,1,12063,19364687,739637,3206,2,6,3,-3,-20,4
Alabama,2021-03-04,493,18,508494,10480,1032171.0,7.45,14.05,23916.0,4878.0,75,2,10556,20164259,695358,3512,-6,3,7,-4,-19,5
Alabama,2021-03-05,499,18,508993,10498,1064578.0,7.81,14.36,24388.0,4974.0,73,1,9688,20355098,672735,3753,-8,-3,1,-7,-21,6
Alabama,2021-03-06,351,18,509344,10516,1099697.0,8.2,14.71,24087.0,4913.0,78,1,6198,18535004,769333,2771,-5,2,29,1,-8,2
Alabama,2021-03-07,339,14,509683,10530,1110132.0,8.3,14.84,23947.0,4884.0,63,1,3374,16999669,844087,4129,-5,2,24,1,-12,2
Alabama,2021-03-08,518,15,510201,10545,1116676.0,8.36,14.95,24040.0,4903.0,73,0,6498,19478566,707209,3927,-6,0,13,-6,-20,5
Alabama,2021-03-09,523,13,510724,10558,1140984.0,8.57,15.24,24118.0,4919.0,65,0,10984,20332543,713972,3435,-6,0,11,-7,-20,5
Alabama,2021-03-10,466,17,511190,10575,1173820.0,8.87,15.67,24827.0,5063.0,68,1,11628,20101739,677969,3272,-1,3,15,-3,-20,5
Alabama,2021-03-11,465,9,511655,10584,1209802.0,9.23,16.13,25376.0,5175.0,69,0,10469,19923776,680291,3533,-7,1,11,-4,-19,5
Alabama,2021-03-12,463,10,512118,10594,1249205.0,9.63,16.65,26375.0,5379.0,57,2,9437,21032386,633890,3335,-6,-2,21,-2,-20,5
Alabama,2021-03-13,288,17,512406,10611,1288242.0,10.05,17.16,26935.0,5493.0,70,1,5395,19065261,716797,2488,0,5,53,12,-7,0
Alabama,2021-03-14,294,15,512700,10626,1298612.0,10.15,17.32,26926.0,5492.0,48,3,2966,18433457,762293,4296,3,6,42,14,-12,1
Alabama,2021-03-15,594,10,513294,10636,1306419.0,10.22,17.42,27106.0,5528.0,52,1,6465,19061794,716182,4389,-2,2,-1,0,-21,5
Alabama,2021-03-16,443,12,513737,10648,1332298.0,10.44,17.77,27331.0,5574.0,115,0,9669,20668764,675194,3721,-2,3,-9,-4,-20,6
Alabama,2021-03-17,401,18,514138,10666,1363987.0,10.68,18.23,27167.0,5541.0,63,1,9454,16549678,841740,3386,-8,-1,-26,-10,-30,11
Alabama,2021-03-18,465,5,514603,10671,1390066.0,10.88,18.61,25752.0,5252.0,60,1,8627,20258099,644512,3478,5,6,-1,2,-21,5
Alabama,2021-03-19,369,6,514972,10677,1426696.0,11.16,19.12,25356.0,5171.0,73,0,8269,20063030,610405,4082,0,0,1,2,-20,5
Alabama,2021-03-20,331,9,515303,10686,1460782.0,11.45,19.59,24649.0,5027.0,108,1,5793,18454072,694231,4051,4,5,39,18,-7,-1
Alabama,2021-03-21,281,14,515584,10700,1472666.0,11.56,19.75,24865.0,5071.0,76,1,2586,16357728,771973,5015,5,5,30,15,-12,1
Alabama,2021-03-22,538,8,516122,10708,1479271.0,11.61,19.84,24693.0,5036.0,57,2,7010,20992018,687991,5079,4,4,29,2,-23,4
Alabama,2021-03-23,436,9,516558,10717,1509445.0,11.82,20.28,25307.0,5161.0,74,0,8019,21021177,684188,4440,-3,-1,-13,-4,-23,6
Alabama,2021-03-24,428,7,516986,10724,1542416.0,12.03,20.8,25490.0,5199.0,72,1,10080,21308835,665612,4324,6,6,12,3,-23,4
Alabama,2021-03-25,311,17,517297,10741,1579091.0,12.25,21.39,27004.0,5507.0,58,1,7895,19139897,807165,4875,-19,-10,-25,-9,-30,12
Alabama,2021-03-26,351,7,517648,10748,1611404.0,12.48,21.88,26387.0,5382.0,66,1,8249,20380623,614842,5486,-1,0,15,4,-24,4
Alabama,2021-03-27,287,8,517935,10756,1645858.0,12.71,22.41,26439.0,5392.0,61,0,4907,19228052,705685,4139,-2,2,29,12,-8,1
Alabama,2021-03-28,266,9,518201,10765,1659102.0,12.82,22.6,26634.0,5432.0,59,0,2251,16880023,806113,5972,-3,0,-2,9,-14,3
Alabama,2021-03-29,444,7,518645,10772,1666585.0,12.88,22.72,26759.0,5457.0,66,0,5749,19780690,707193,5250,3,4,28,4,-22,4
Alabama,2021-03-30,396,11,519041,10783,1697641.0,13.12,23.14,26885.0,5483.0,63,0,10124,20552736,674433,3241,2,3,20,1,-21,4
Alabama,2021-03-31,340,4,519381,10787,1728736.0,13.4,23.56,26617.0,5429.0,56,2,9477,19356953,715019,4212,-2,-3,-16,-2,-24,7
Alabama,2021-04-01,322,11,519703,10798,1771979.0,13.74,24.15,27555.0,5620.0,47,0,8055,20579853,684963,4081,7,14,8,10,-22,4
Alabama,2021-04-02,285,7,519988,10805,1813462.0,14.09,24.71,28865.0,5887.0,67,0,4993,20847885,643697,3719,4,10,16,10,-32,6
Alabama,2021-04-03,190,12,520178,10817,1847243.0,14.38,25.17,28769.0,5867.0,40,1,2786,19251862,689737,2476,3,18,36,12,-12,0
Alabama,2021-04-04,183,7,520361,10824,1858833.0,14.48,25.34,28533.0,5819.0,48,0,928,15502586,768730,3779,-23,-6,36,9,-22,1
Alabama,2021-04-05,446,6,520807,10830,1864857.0,14.51,25.45,28325.0,5777.0,45,0,4622,21393528,667100,4091,7,9,35,10,-21,3
Alabama,2021-04-06,385,8,521192,10838,1896920.0,14.79,25.86,28468.0,5806.0,61,1,8299,20364996,643716,3102,7,8,32,6,-19,3
Alabama,2021-04-07,357,9,521549,10847,1935221.0,15.19,26.34,29498.0,6016.0,58,1,9267,20838139,703846,4181,13,11,29,9,-21,3
Alabama,2021-04-08,321,3,521870,10850,1976344.0,15.59,26.88,29195.0,5954.0,58,2,7173,21366798,637844,3687,4,8,19,8,-20,4
Alabama,2021-04-09,337,11,522207,10861,2021334.0,16.08,27.42,29696.0,6056.0,52,2,6170,21473744,619574,3872,-2,0,6,6,-21,6
Alabama,2021-04-10,242,4,522449,10865,2065327.0,16.55,27.97,31155.0,6354.0,52,1,3350,18919211,735904,3289,-2,1,5,9,-12,3
Alabama,2021-04-11,222,6,522671,10871,2082605.0,16.71,28.21,31967.0,6520.0,43,3,1469,18206075,760307,4221,6,7,49,22,-12,0
Alabama,2021-04-12,455,4,523126,10875,2092489.0,16.81,28.34,32519.0,6632.0,42,1,4688,22644175,671483,3895,4,7,32,5,-19,3
Alabama,2021-04-13,388,10,523514,10885,2127317.0,17.22,28.71,32914.0,6713.0,48,1,7888,22749902,657313,3150,3,5,24,3,-18,3
Alabama,2021-04-14,380,6,523894,10891,2168891.0,17.71,29.09,33381.0,6808.0,43,0,7682,21773291,700057,3433,3,4,-3,1,-20,5
Alabama,2021-04-15,333,0,524227,10891,2207392.0,18.21,29.41,33007.0,6732.0,66,0,7044,22194562,650764,3631,-1,5,11,3,-19,4
Alabama,2021-04-16,348,2,524575,10893,2245574.0,18.67,29.76,32034.0,6533.0,47,4,6872,23966202,613353,3656,-2,-1,15,3,-20,4
Alabama,2021-04-17,224,4,524799,10897,2280686.0,19.08,30.11,30766.0,6275.0,65,4,4175,19559226,706849,2964,-1,2,36,6,-10,1
Alabama,2021-04-18,323,6,534442,11058,2292276.0,19.24,30.21,29953.0,6109.0,66,1,2800,18090118,769189,4183,2,7,37,16,-12,1
Alabama,2021-04-19,558,2,535000,11060,2297563.0,19.3,30.26,29296.0,5975.0,63,1,6745,21928545,661914,3734,2,7,29,5,-19,3
Alabama,2021-04-20,463,7,535463,11067,2327764.0,19.71,30.48,28635.0,5840.0,75,3,8225,22645116,629875,2851,1,6,27,2,-17,4
Alabama,2021-04-21,433,6,535896,11073,2360527.0,20.14,30.74,27377.0,5584.0,65,4,11980,19197418,778299,3286,3,6,8,4,-20,4
Alabama,2021-04-22,394,5,536290,11078,2394304.0,20.61,30.98,26702.0,5446.0,68,1,7639,17631172,1023880,5928,-1,6,21,7,-18,4
Alabama,2021-04-23,398,6,536688,11084,2429629.0,21.09,31.24,26294.0,5363.0,56,1,7079,17782686,972312,6272,-2,1,23,6,-20,4
Alabama,2021-04-24,280,13,536968,11097,2461510.0,21.51,31.48,25832.0,5268.0,60,3,4409,15667050,1024105,5297,-9,-3,-3,0,-13,5
Alabama,2021-04-25,286,7,537254,11104,2471409.0,21.67,31.54,25590.0,5219.0,51,2,2742,14685197,1083875,6822,2,6,48,20,-12,0
Alabama,2021-04-26,509,7,537763,11111,2478227.0,21.75,31.61,25809.0,5264.0,53,0,5598,18000891,1008318,6214,1,6,30,7,-20,4
Alabama,2021-04-27,457,6,538220,11117,2499694.0,22.02,31.79,24561.0,5009.0,55,2,8534,17422297,1013587,5795,1,5,25,4,-17,4
Alabama,2021-04-28,484,5,538704,11122,2527815.0,22.41,31.99,23898.0,4874.0,49,2,8131,17751760,1014201,5966,4,6,19,7,-20,3
Alabama,2021-04-29,401,10,539105,11132,2559938.0,22.87,32.21,23662.0,4826.0,52,1,9003,18640059,988473,5841,0,6,15,9,-19,4
Alabama,2021-04-30,365,5,539470,11137,2591163.0,23.32,32.42,23076.0,4706.0,69,2,6480,18147978,973974,5988,1,5,24,8,-20,3
Alabama,2021-05-01,297,5,539767,11142,2617405.0,23.69,32.61,22271.0,4542.0,63,2,4019,16308433,1025727,5306,3,11,68,19,-9,-2
Alabama,2021-05-02,292,6,540059,11148,2622717.0,23.77,32.66,21615.0,4408.0,52,9,3407,14246189,1083929,6229,-1,8,19,20,-13,1
Alabama,2021-05-03,503,6,540562,11154,2627322.0,23.83,32.7,21299.0,4344.0,91,1,5375,17271381,992089,5749,1,11,6,4,-19,4
Alabama,2021-05-04,386,11,540948,11165,2644674.0,24.06,32.83,20711.0,4224.0,56,2,7254,17219681,1005605,5762,-11,-2,-22,-4,-20,8
Alabama,2021-05-05,384,8,541332,11173,2670926.0,24.45,33.02,20444.0,4170.0,56,0,8331,18440555,1010113,5603,8,12,7,5,-21,3
Alabama,2021-05-06,351,9,541683,11182,2673181.0,24.5,33.04,16178.0,3299.0,62,2,7594,18799886,993971,5905,2,11,25,9,-19,3
Alabama,2021-05-07,320,14,542003,11196,2726356.0,25.3,33.38,19313.0,3939.0,63,2,7404,18605543,974556,6873,1,8,33,7,-19,2
Alabama,2021-05-08,251,6,542254,11202,2758021.0,25.78,33.65,20088.0,4097.0,65,0,4546,16473211,1022396,6076,4,18,59,15,-9,-2
Alabama,2021-05-09,230,11,542484,11213,2768204.0,25.92,33.74,20784.0,4239.0,58,4,3074,14777268,1052002,6969,3,16,32,19,-15,-1
Alabama,2021-05-10,419,5,542903,11218,2773615.0,25.98,33.81,20899.0,4262.0,54,0,5435,18425989,981131,5755,-2,10,4,7,-20,5
Alabama,2021-05-11,318,12,543221,11230,2773902.0,25.98,33.82,18461.0,3765.0,90,1,7517,18053347,958739,5689,-4,11,4,6,-19,5
Alabama,2021-05-12,391,5,543612,11235,2791631.0,26.24,33.94,17244.0,3517.0,81,1,7202,18426217,967649,6109,1,10,5,7,-20,5
Alabama,2021-05-13,309,4,543921,11239,2831853.0,26.81,34.23,22667.0,4623.0,70,4,7779,18316417,978564,6774,-1,9,22,8,-19,4
Alabama,2021-05-14,292,8,544213,11247,2859591.0,27.21,34.42,19034.0,3882.0,75,1,6425,19401215,947794,6974,-2,4,29,5,-20,3
Alabama,2021-05-15,218,6,544431,11253,2881314.0,27.49,34.62,17613.0,3592.0,53,1,4666,17352452,1012204,6386,-2,8,69,18,-10,-1
Alabama,2021-05-16,221,11,544652,11264,2886106.0,27.55,34.67,16843.0,3435.0,69,1,2492,14802066,1072021,7280,0,10,47,24,-9,0
Alabama,2021-05-17,378,5,545030,11269,2886153.0,27.55,34.67,16077.0,3279.0,45,0,4566,18409333,1019844,5686,1,10,28,8,-18,3
Alabama,2021-05-18,287,5,545317,11274,2905553.0,27.79,34.86,18807.0,3836.0,50,1,7431,17335645,972134,6129,1,8,17,6,-17,4
Alabama,2021-05-19,272,7,545589,11281,2906102.0,27.79,34.87,16353.0,3335.0,45,3,8119,19115152,982345,6454,6,12,27,8,-19,3
Alabama,2021-05-20,273,8,545862,11289,2939161.0,28.19,35.2,15330.0,3127.0,51,0,6355,18933992,972945,6776,2,12,27,9,-18,3
Alabama,2021-05-21,294,6,546156,11295,2945488.0,28.29,35.23,12271.0,2503.0,49,3,6207,19635386,947898,7230,-1,6,34,7,-19,3
Alabama,2021-05-22,196,5,546352,11300,2962661.0,28.49,35.42,11621.0,2370.0,43,3,4014,17311391,1006954,6849,-3,9,60,16,-9,0
Alabama,2021-05-23,163,0,546515,11300,2981931.0,28.71,35.63,13689.0,2792.0,47,5,2716,16865726,1032831,9013,-1,10,45,20,-10,1
Alabama,2021-05-24,270,7,546785,11307,2982081.0,28.71,35.63,13704.0,2795.0,39,0,4999,18718806,968106,7974,2,10,22,7,-20,4
Alabama,2021-05-25,209,7,546994,11314,2996346.0,28.87,35.78,12970.0,2645.0,46,1,6332,17781831,1008746,6310,3,10,23,6,-19,4
Alabama,2021-05-26,204,3,547198,11317,3002607.0,28.95,35.85,13786.0,2812.0,58,2,6605,17326325,970539,6634,8,12,24,10,-21,3
Alabama,2021-05-27,188,7,547386,11324,3007387.0,29.03,35.87,9747.0,1988.0,49,1,5380,18206423,979604,7628,5,14,25,15,-21,4
Alabama,2021-05-28,162,2,547548,11326,3016803.0,29.15,35.97,10188.0,2078.0,44,3,5318,18096358,943336,6523,1,10,28,17,-25,5
Alabama,2021-05-29,114,5,547662,11331,3020540.0,29.2,36.01,8268.0,1686.0,48,1,3567,16410851,1000422,6388,-2,16,60,24,-14,0
Alabama,2021-05-30,135,6,547797,11337,3021454.0,29.21,36.02,5646.0,1151.0,37,0,2172,15614898,1034149,7023,1,17,73,16,-13,0
Alabama,2021-05-31,140,4,547937,11341,,,,5683.0,1159.0,52,0,1943,16331710,1042788,7631,-13,6,62,1,-69,15
Alabama,2021-06-01,258,5,548195,11346,3022276.0,29.23,36.03,3704.0,755.0,26,0,4238,18501578,979571,6331,3,14,25,12,-23,4
Alabama,2021-06-02,205,7,548400,11353,3025283.0,29.27,36.06,3239.0,661.0,50,0,6252,17744694,965194,6184,3,10,17,10,-24,5
Alabama,2021-06-03,169,4,548569,11357,3025695.0,29.28,36.06,2615.0,533.0,39,2,5793,18858020,963571,6186,2,14,15,12,-22,5
Alabama,2021-06-04,134,6,548703,11363,3032765.0,29.37,36.14,2280.0,465.0,30,1,5295,19183874,943049,6924,-1,7,30,10,-23,5
Alabama,2021-06-05,113,3,548816,11366,3032931.0,29.37,36.14,1770.0,361.0,33,2,3273,17249445,987790,5852,-3,9,46,26,-5,0
Alabama,2021-06-06,125,7,548941,11373,3035058.0,29.41,36.17,1943.0,396.0,28,0,2303,15098703,1052300,7094,-6,4,2,18,-9,3
Alabama,2021-06-07,210,6,549151,11379,3036419.0,29.43,36.18,2079.0,424.0,27,0,4181,19137223,968572,6539,1,10,16,7,-24,6
Alabama,2021-06-08,153,7,549304,11386,3036833.0,29.43,36.19,2080.0,424.0,38,0,5053,18661618,975647,5865,0,9,11,4,-21,6
Alabama,2021-06-09,174,2,549478,11388,3040485.0,29.48,36.23,2172.0,443.0,23,1,5143,17873346,973249,5918,2,8,12,7,-23,5
Alabama,2021-06-10,143,3,549621,11391,3064250.0,29.78,36.45,5508.0,1123.0,29,1,5843,17564204,957488,6269,0,11,11,11,-22,6
Alabama,2021-06-11,154,2,549775,11393,3078445.0,29.96,36.57,6526.0,1331.0,32,0,4849,18851164,937141,6785,-3,5,23,10,-23,6
Alabama,2021-06-12,105,6,549880,11399,3105159.0,30.29,36.82,10318.0,2104.0,35,2,2939,16986364,985759,6585,-4,8,41,26,-7,1
Alabama,2021-06-13,127,4,550007,11403,3114649.0,30.41,36.92,11370.0,2319.0,28,0,1862,14987475,1059357,8369,-1,9,41,27,-8,1
Alabama,2021-06-14,194,1,550201,11404,3128112.0,30.59,37.03,13099.0,2672.0,24,0,3611,17537792,996825,6925,1,11,28,10,-23,4
Alabama,2021-06-15,138,3,550339,11407,3129657.0,30.62,37.05,13261.0,2705.0,31,0,4527,18843927,968369,6836,2,10,28,7,-21,5
Alabama,2021-06-16,194,6,550533,11413,3141802.0,30.77,37.16,14474.0,2952.0,28,1,3066,18252688,997592,6405,6,12,37,10,-23,3
Alabama,2021-06-17,167,4,550700,11417,3253283.0,31.53,38.71,27005.0,5508.0,25,0,2378,18632840,982528,6424,1,13,31,14,-23,4
Alabama,2021-06-18,155,2,550855,11419,3254330.0,31.55,38.72,25126.0,5124.0,26,0,4028,19013591,952274,7827,-1,9,30,12,-27,5
Alabama,2021-06-19,117,3,550972,11422,3275273.0,31.79,38.93,24302.0,4956.0,21,1,2945,16254447,1016254,7589,-12,1,-3,8,-12,5
Alabama,2021-06-20,147,2,551119,11424,3282193.0,31.86,39.02,23935.0,4882.0,22,2,2067,14751450,1075937,8900,-2,12,26,16,-11,1
Alabama,2021-06-21,210,5,551329,11429,3285448.0,31.89,39.06,22477.0,4584.0,34,0,3527,18641968,971104,7801,-5,4,4,6,-24,6
Alabama,2021-06-22,211,5,551540,11434,3291351.0,31.96,39.12,23099.0,4711.0,26,1,5298,17076645,988322,7402,-1,8,18,6,-21,5
Alabama,2021-06-23,239,5,551779,11439,3298895.0,32.03,39.21,22442.0,4577.0,33,0,4838,17473233,982728,7500,4,10,31,10,-23,4
Alabama,2021-06-24,209,5,551988,11444,3308713.0,32.12,39.33,7919.0,1615.0,29,1,4676,18865238,981902,8068,-1,9,21,12,-22,5
Alabama,2021-06-25,214,6,552202,11450,3308961.0,32.12,39.34,7804.0,1592.0,26,0,4891,18847503,955054,8471,-2,5,35,12,-23,5
Alabama,2021-06-26,198,5,552400,11455,3317156.0,32.2,39.44,5983.0,1220.0,31,1,2931,16674243,1011324,6570,-4,8,64,28,-6,0
Alabama,2021-06-27,218,4,552618,11459,3330128.0,32.31,39.6,6848.0,1397.0,23,3,1872,15190328,1048561,6968,-3,7,36,26,-7,1
Alabama,2021-06-28,311,4,552929,11463,3341617.0,32.43,39.73,8024.0,1636.0,25,0,4360,18905829,991617,6600,0,10,24,11,-24,2
