State,Date,new_case,new_death,tot_cases,tot_death,total_vaccinations,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,new_tests,Number_of_Trips,Population_Staying_at_Home,Number_of_Trips_500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Nevada,2021-03-24,246,15,301727,5203,1185896.0,13.74,24.6,21650.0,7029.0,42,0,8998,13363815,678380,9863,-6,-1,-11,-25,-31,8
Nevada,2021-03-25,444,12,302171,5215,1214518.0,14.09,25.22,21747.0,7060.0,44,0,8047,11608013,674899,10968,-8,-5,-17,-25,-31,8
Nevada,2021-03-26,445,11,302616,5226,1243965.0,14.49,25.79,22487.0,7301.0,36,1,7202,11695087,694897,24123,-9,-4,-9,-26,-30,8
Nevada,2021-03-27,302,10,302918,5236,1274357.0,14.9,26.39,22591.0,7334.0,42,1,6492,11126040,672568,10292,-7,0,-6,-17,-17,3
Nevada,2021-03-28,143,0,303061,5236,1303006.0,15.34,26.91,22522.0,7312.0,25,0,3519,11566247,702279,13685,-2,0,20,-16,-17,2
Nevada,2021-03-29,212,1,303273,5237,1328018.0,15.71,27.36,23297.0,7564.0,32,4,4868,11462022,704034,15387,-4,-2,1,-21,-33,7
Nevada,2021-03-30,221,2,303494,5239,1335002.0,15.81,27.46,23510.0,7633.0,34,1,7392,10784620,691566,9449,-3,0,-6,-22,-33,7
Nevada,2021-03-31,268,10,303762,5249,1348526.0,15.98,27.72,23233.0,7543.0,37,0,6554,13310659,667794,12122,-2,1,-1,-22,-33,7
Nevada,2021-04-01,350,7,304112,5256,1374197.0,16.29,28.26,22811.0,7406.0,38,2,7699,11588245,677756,12192,-3,2,3,-21,-32,7
Nevada,2021-04-02,342,4,304454,5260,1399135.0,16.71,28.69,22167.0,7197.0,38,0,6532,12323229,645964,10373,-6,3,3,-25,-33,8
Nevada,2021-04-03,462,14,304916,5274,1431817.0,17.24,29.22,22494.0,7303.0,36,0,4078,10710036,678425,8195,-7,9,-9,-19,-19,3
Nevada,2021-04-04,260,0,305176,5274,1462114.0,17.81,29.67,22730.0,7379.0,43,2,3775,9705944,734792,14232,-17,1,19,-20,-22,2
Nevada,2021-04-05,181,1,305357,5275,1482433.0,18.15,30.02,22059.0,7162.0,41,1,3715,11938473,691563,12739,-5,0,-6,-19,-32,7
Nevada,2021-04-06,295,22,305652,5297,1487176.0,18.21,30.1,21739.0,7058.0,43,1,7146,11292470,669577,8796,-3,3,3,-21,-31,7
Nevada,2021-04-07,277,11,305929,5308,1505143.0,18.5,30.43,22374.0,7264.0,42,2,41322,12205266,682378,9229,-3,3,3,-21,-31,7
Nevada,2021-04-08,386,5,306315,5313,1536848.0,19.03,31.08,23236.0,7544.0,32,0,5946,12920872,651795,10051,-4,1,3,-19,-30,7
Nevada,2021-04-09,637,10,306952,5323,1576189.0,19.61,31.89,25293.0,8212.0,51,0,5544,12406043,636512,11121,-7,-1,3,-22,-29,7
Nevada,2021-04-10,752,9,307704,5332,1615552.0,20.27,32.67,26248.0,8522.0,26,2,5278,11675877,661670,8639,-6,2,4,-17,-18,3
Nevada,2021-04-11,320,0,308024,5332,1652963.0,20.92,33.4,27264.0,8851.0,23,1,3605,10600881,726792,11452,-4,0,16,-16,-16,2
Nevada,2021-04-12,319,0,308343,5332,1684035.0,21.51,33.95,28800.0,9350.0,40,0,5590,12791764,699684,10866,-7,-1,1,-18,-29,6
Nevada,2021-04-13,412,7,308755,5339,1692135.0,21.64,34.11,29280.0,9506.0,38,2,7546,11712374,689370,8137,-6,0,-8,-24,-30,7
Nevada,2021-04-14,395,14,309150,5353,1709620.0,21.96,34.42,29211.0,9484.0,59,2,8121,12458625,690367,9684,-6,0,-5,-24,-30,7
Nevada,2021-04-15,549,6,309699,5359,1744896.0,22.55,35.01,29721.0,9649.0,45,0,7038,13282921,687066,11738,-7,-1,1,-21,-29,7
Nevada,2021-04-16,536,6,310235,5365,1774080.0,22.99,35.52,28270.0,9178.0,41,2,7795,13143309,655931,12059,-8,-3,3,-24,-29,7
Nevada,2021-04-17,232,1,310467,5366,1803308.0,23.43,36.03,26822.0,8708.0,46,2,6027,12151918,681512,10144,-8,0,7,-19,-18,3
Nevada,2021-04-18,233,1,310700,5367,1834497.0,23.99,36.49,25933.0,8419.0,39,0,3530,10096557,737289,13083,-4,1,25,-15,-16,2
Nevada,2021-04-19,233,1,310933,5368,1856362.0,24.4,36.78,24618.0,7992.0,36,0,3309,13709593,691260,12719,-6,0,4,-17,-28,7
Nevada,2021-04-20,381,9,311314,5377,1863377.0,24.52,36.89,24463.0,7942.0,36,0,6122,12286186,667574,9205,-4,3,3,-21,-29,7
Nevada,2021-04-21,436,11,311750,5388,1879451.0,24.81,37.09,24262.0,7877.0,54,0,6088,9238693,794577,10205,-5,1,-1,-22,-30,7
Nevada,2021-04-22,528,12,312278,5400,1901548.0,25.2,37.41,22379.0,7266.0,49,1,4658,11853592,741319,11113,-6,-1,3,-20,-28,7
Nevada,2021-04-23,562,22,312840,5422,1922250.0,25.54,37.73,21167.0,6872.0,31,0,5642,11849815,719971,11590,-7,-2,3,-24,-28,7
Nevada,2021-04-24,280,0,313120,5422,1943150.0,25.86,38.08,19977.0,6486.0,30,0,5735,10869946,745937,9968,-8,-2,-5,-20,-18,4
Nevada,2021-04-25,280,0,313400,5422,1966545.0,26.25,38.44,18864.0,6124.0,39,2,3373,9426962,788262,11089,-5,-3,-1,-18,-18,4
Nevada,2021-04-26,280,11,313680,5433,1985316.0,26.55,38.73,18422.0,5981.0,54,0,4434,11589334,745069,10314,-7,-3,-7,-21,-29,7
Nevada,2021-04-27,405,11,314085,5444,1991775.0,26.65,38.84,18343.0,5955.0,42,0,4591,11365519,752511,8748,-6,0,-5,-24,-29,7
Nevada,2021-04-28,390,4,314475,5448,2005102.0,26.89,39.02,17950.0,5828.0,47,1,4053,11634057,741825,8826,-5,1,2,-23,-30,7
Nevada,2021-04-29,453,11,314928,5459,2026997.0,27.33,39.3,17921.0,5818.0,55,1,5195,12140584,736978,9988,-6,0,2,-22,-29,7
Nevada,2021-04-30,510,5,315438,5464,2051105.0,27.82,39.59,18408.0,5976.0,66,1,6252,11926288,725837,11339,-7,1,1,-23,-28,7
Nevada,2021-05-01,267,0,315705,5464,2075542.0,28.36,39.88,18913.0,6140.0,37,0,5713,10663508,755311,9632,-7,3,2,-17,-17,3
Nevada,2021-05-02,267,0,315972,5464,2097373.0,28.86,40.1,18690.0,6068.0,38,1,3859,9851278,789117,11099,-3,2,14,-15,-17,2
Nevada,2021-05-03,267,9,316239,5473,2108787.0,29.12,40.22,17639.0,5727.0,52,2,4881,11435825,744670,10844,-4,4,3,-17,-28,6
Nevada,2021-05-04,476,7,316715,5480,2111052.0,29.17,40.24,17040.0,5532.0,40,0,6446,11504442,748682,10810,-3,5,4,-21,-29,6
Nevada,2021-05-05,373,7,317088,5487,2122615.0,29.44,40.36,16788.0,5450.0,32,0,5779,12211227,743680,11017,-3,5,4,-19,-29,6
Nevada,2021-05-06,394,3,317482,5490,2146595.0,29.97,40.64,17085.0,5547.0,40,0,6918,12405359,735607,11433,-6,2,-1,-19,-29,7
Nevada,2021-05-07,498,8,317980,5498,2167439.0,30.42,40.89,16619.0,5396.0,32,0,5975,13226873,708245,13282,-7,2,2,-22,-28,7
Nevada,2021-05-08,266,0,318246,5498,2186639.0,30.91,41.06,15871.0,5153.0,30,0,4513,12161492,735213,10273,-6,9,0,-15,-17,2
Nevada,2021-05-09,266,0,318512,5498,2209675.0,31.46,41.29,16043.0,5209.0,37,0,1473,10592838,781309,12483,0,9,12,-14,-16,1
Nevada,2021-05-10,268,8,318780,5506,2227825.0,31.85,41.52,17005.0,5521.0,27,1,5564,12547222,751339,11313,-4,1,4,-14,-29,6
Nevada,2021-05-11,470,3,319250,5509,2236935.0,32.04,41.67,17983.0,5838.0,32,0,6335,12095911,740601,12076,-3,3,4,-17,-29,6
Nevada,2021-05-12,464,6,319714,5515,2248770.0,32.33,41.78,18022.0,5851.0,41,0,5410,12414764,740624,10748,-3,4,4,-16,-30,7
Nevada,2021-05-13,436,8,320150,5523,2264766.0,32.71,41.96,16882.0,5481.0,40,0,5928,11140813,748606,11609,-4,3,3,-16,-29,6
Nevada,2021-05-14,389,7,320539,5530,2277475.0,33.0,42.1,15719.0,5103.0,34,0,7118,11763704,732188,11624,-6,1,2,-17,-28,6
Nevada,2021-05-15,180,0,320719,5530,2314424.0,33.39,42.32,18255.0,5927.0,36,0,4802,11043568,761437,10661,-7,1,-5,-12,-19,3
Nevada,2021-05-16,180,0,320899,5530,2333621.0,33.8,42.56,17707.0,5749.0,28,1,3135,9488371,797248,13604,-3,0,10,-10,-15,2
Nevada,2021-05-17,182,3,321081,5533,2343297.0,33.98,42.71,16496.0,5356.0,31,1,4116,11149897,784948,11026,-3,3,8,-11,-28,6
Nevada,2021-05-18,287,7,321368,5540,2349915.0,34.08,42.84,16140.0,5240.0,41,0,4585,11380927,738098,13583,-2,6,5,-13,-28,6
Nevada,2021-05-19,348,5,321716,5545,2359830.0,34.25,43.01,15866.0,5151.0,37,0,4916,11915483,756252,11968,-3,5,4,-17,-29,7
Nevada,2021-05-20,302,5,322018,5550,2374041.0,34.5,43.28,15611.0,5068.0,25,1,5913,11189435,751444,13895,-5,1,-8,-19,-28,7
Nevada,2021-05-21,334,2,322352,5552,2392968.0,34.83,43.6,16499.0,5357.0,23,0,5842,11776665,729670,12705,-7,-2,-6,-22,-27,7
Nevada,2021-05-22,135,0,322487,5552,2413573.0,35.16,43.98,14164.0,4598.0,29,1,4540,11519060,748215,11265,-8,0,-7,-15,-16,3
Nevada,2021-05-23,135,0,322622,5552,2427644.0,35.42,44.21,13432.0,4361.0,25,0,2030,11832647,763897,13471,-3,0,15,-14,-14,2
Nevada,2021-05-24,135,7,322757,5559,2438877.0,35.64,44.38,13654.0,4433.0,29,2,3051,11497803,745640,12318,-3,2,9,-15,-27,6
Nevada,2021-05-25,265,4,323022,5563,2443724.0,35.72,44.48,13401.0,4351.0,20,0,4860,10510316,777419,10741,-1,4,5,-16,-28,6
Nevada,2021-05-26,227,7,323249,5570,2452084.0,35.88,44.62,13179.0,4279.0,32,0,4590,11230967,746825,9579,1,5,10,-14,-28,6
Nevada,2021-05-27,232,8,323481,5578,2465315.0,36.13,44.84,13039.0,4233.0,31,1,5084,10984965,760963,12046,0,5,5,-16,-28,6
Nevada,2021-05-28,267,8,323748,5586,2478269.0,36.36,45.06,12186.0,3956.0,32,0,4571,10457140,754612,11269,-3,4,7,-18,-30,6
Nevada,2021-05-29,128,0,323876,5586,2490170.0,36.58,45.27,10942.0,3552.0,27,0,3313,10143766,764395,11197,-5,5,6,-13,-16,2
Nevada,2021-05-30,128,0,324004,5586,2501619.0,36.78,45.47,10568.0,3431.0,16,0,2741,9771912,782450,12424,3,6,39,-15,-13,0
Nevada,2021-05-31,128,0,324132,5586,,,,9868.0,3204.0,18,4,2671,10894889,776215,13248,-2,3,27,-16,-61,12
Nevada,2021-06-01,130,4,324262,5590,2514286.0,36.99,45.71,10080.0,3273.0,32,0,2783,11171569,756220,11323,1,9,3,-11,-29,6
Nevada,2021-06-02,419,3,324681,5593,2518129.0,37.05,45.79,9435.0,3063.0,25,0,5158,11138515,750858,10423,0,6,2,-13,-29,6
Nevada,2021-06-03,350,6,325031,5599,2525610.0,37.2,45.91,8614.0,2797.0,18,1,5233,11630987,753067,12011,-1,6,1,-18,-28,6
Nevada,2021-06-04,361,1,325392,5600,2535207.0,37.37,46.07,8134.0,2641.0,35,0,3582,11168561,734902,13623,-5,2,4,-19,-27,6
Nevada,2021-06-05,209,0,325601,5600,2535482.0,37.38,46.08,6473.0,2102.0,27,0,3621,10197513,764006,11818,-8,2,-5,-14,-14,2
Nevada,2021-06-06,209,0,325810,5600,2545697.0,37.56,46.26,6297.0,2044.0,25,1,2594,9701414,793900,13999,-3,2,12,-12,-13,2
Nevada,2021-06-07,209,7,326019,5607,2566097.0,37.95,46.55,8306.0,2697.0,38,1,3770,11832518,753148,13237,-1,4,7,-12,-28,6
Nevada,2021-06-08,347,3,326366,5610,2571731.0,38.06,46.64,8206.0,2664.0,25,1,3163,11025479,762751,12027,1,7,5,-14,-28,6
Nevada,2021-06-09,217,2,326583,5612,2571894.0,38.07,46.64,7681.0,2494.0,22,0,3672,10696225,757411,11634,0,6,6,-13,-29,6
Nevada,2021-06-10,295,2,326878,5614,2578580.0,38.21,46.73,7567.0,2457.0,25,0,2807,11171171,748313,11884,0,5,8,-13,-28,5
Nevada,2021-06-11,262,2,327140,5616,2590262.0,38.44,46.9,7865.0,2553.0,21,0,4096,11200812,740668,11525,-5,3,7,-17,-28,6
Nevada,2021-06-12,146,6,327286,5622,2607988.0,38.74,47.19,10358.0,3363.0,26,0,3855,10099641,769469,9659,-8,2,-2,-13,-15,2
Nevada,2021-06-13,146,0,327432,5622,2616844.0,38.91,47.33,10164.0,3300.0,22,1,2582,9306058,804436,12201,-3,1,13,-11,-13,2
Nevada,2021-06-14,147,2,327579,5624,2625235.0,39.1,47.43,8448.0,2743.0,25,2,2499,10843164,764033,10045,-1,4,4,-11,-29,6
Nevada,2021-06-15,252,2,327831,5626,2631465.0,39.24,47.51,8533.0,2770.0,38,0,4081,11450379,746212,11005,0,7,1,-12,-29,6
Nevada,2021-06-16,363,9,328194,5635,2649807.0,39.65,47.72,11130.0,3613.0,39,0,5018,10851768,762802,10735,-1,4,-2,-11,-30,6
Nevada,2021-06-17,296,7,328490,5642,2657281.0,39.81,47.82,11243.0,3650.0,34,0,4263,11735083,753776,10849,-2,2,-2,-12,-29,6
Nevada,2021-06-18,385,7,328875,5649,2667757.0,40.05,47.96,11071.0,3594.0,31,1,4170,11001487,745447,12651,-7,-1,-3,-18,-30,7
Nevada,2021-06-19,211,0,329086,5649,2676774.0,40.24,48.08,9827.0,3190.0,32,2,3285,10304294,769092,10778,-9,1,-13,-12,-15,2
Nevada,2021-06-20,211,0,329297,5649,2682974.0,40.37,48.16,9447.0,3067.0,37,0,2712,9600395,797801,14058,-2,0,-1,-13,-14,1
Nevada,2021-06-21,212,-3,329509,5646,2692825.0,40.58,48.3,9656.0,3135.0,33,0,2138,11363571,756400,12749,-2,0,1,-10,-30,6
Nevada,2021-06-22,406,7,329915,5653,2696755.0,40.66,48.36,9327.0,3028.0,46,1,3764,10532739,758708,11441,1,3,6,-10,-30,6
Nevada,2021-06-23,447,1,330362,5654,2701087.0,40.75,48.42,7326.0,2378.0,48,0,4550,10998082,753184,12964,1,3,13,-10,-30,6
Nevada,2021-06-24,448,10,330810,5664,2707121.0,40.87,48.52,7120.0,2312.0,52,0,3153,11597429,747726,13995,-2,-1,1,-13,-29,6
Nevada,2021-06-25,804,3,331614,5667,2707225.0,40.87,48.53,5638.0,1830.0,62,0,4625,11098993,745509,12688,-4,-1,4,-15,-28,6
Nevada,2021-06-26,305,1,331919,5668,2724941.0,41.1,48.88,6881.0,2234.0,44,0,3888,10616800,763872,12723,-8,-2,-7,-11,-14,2
Nevada,2021-06-27,305,1,332224,5669,2743325.0,41.48,49.11,8622.0,2799.0,53,1,2971,9838732,798179,15153,-3,-2,5,-10,-12,2
Nevada,2021-06-28,305,1,332529,5670,2761997.0,41.76,49.41,9882.0,3208.0,47,2,3886,11885009,751825,11905,-2,0,-1,-12,-30,2
Nevada,2021-06-29,625,8,333154,5678,2768190.0,41.84,49.51,10205.0,3313.0,56,1,5260,11282710,753491,13272,-4,-2,-6,-15,-31,5
Nevada,2021-06-30,558,3,333712,5681,2776098.0,41.94,49.66,10716.0,3479.0,63,1,4474,11455248,738139,14735,1,3,5,-10,-29,6
Nevada,2021-07-01,543,11,334255,5692,2783847.0,42.07,49.8,10961.0,3559.0,73,2,4229,12037827,723529,16181,0,6,0,-12,-30,6
Nevada,2021-07-02,508,5,334763,5697,2790009.0,42.17,49.91,11826.0,3839.0,82,1,3933,12259870,702168,16870,-4,5,-1,-14,-31,6
Nevada,2021-07-03,336,1,335099,5698,2796118.0,42.26,50.04,10168.0,3301.0,68,0,4190,12014999,718556,17802,-6,8,-6,-12,-16,2
Nevada,2021-07-04,336,1,335435,5699,2804838.0,42.39,50.19,8788.0,2853.0,71,1,3274,11202130,757686,18782,-7,7,49,-17,-17,0
Nevada,2021-07-05,336,1,335771,5700,,,,6832.0,2218.0,67,0,1847,12658768,736543,19911,0,0,12,-12,-58,12
Nevada,2021-07-06,338,2,336109,5702,2814798.0,42.5,50.39,6658.0,2162.0,81,0,4612,10426061,787408,14988,0,6,4,-11,-31,6
Nevada,2021-07-07,453,3,336562,5705,2817786.0,42.55,50.44,5955.0,1933.0,85,1,5772,12162909,723437,17786,-1,5,4,-12,-31,7
Nevada,2021-07-08,697,2,337259,5707,2824487.0,42.64,50.58,5806.0,1885.0,91,0,5864,12519690,714730,18467,-3,2,-2,-15,-30,7
Nevada,2021-07-09,813,13,338072,5720,2830843.0,42.74,50.71,5833.0,1894.0,86,0,5144,12737058,696050,20070,-7,-1,-5,-18,-29,7
Nevada,2021-07-10,557,3,338629,5723,2836712.0,42.82,50.84,5799.0,1883.0,79,2,5632,11232284,738348,17385,-10,-3,-19,-12,-14,3
Nevada,2021-07-11,557,3,339186,5726,2841527.0,42.89,50.94,5241.0,1702.0,88,2,3845,10313145,766089,17446,-6,-3,-5,-14,-13,3
Nevada,2021-07-12,559,4,339745,5730,2847160.0,42.96,51.06,5335.0,1732.0,101,0,4734,12528130,717977,15850,-3,2,-1,-12,-31,6
Nevada,2021-07-13,855,1,340600,5731,2851032.0,43.01,51.14,5176.0,1680.0,93,1,2073,12511708,713034,16071,0,5,1,-10,-31,6
Nevada,2021-07-14,692,6,341292,5737,2855865.0,43.08,51.23,5440.0,1766.0,103,0,4066,11688071,737001,14191,1,6,3,-11,-31,6
Nevada,2021-07-15,938,15,342230,5752,2861309.0,43.14,51.36,5260.0,1708.0,97,2,6086,12102469,720535,14940,0,5,2,-13,-30,6
Nevada,2021-07-16,866,6,343096,5758,2867707.0,43.21,51.52,5266.0,1710.0,103,0,6202,12591674,698059,16487,-5,1,1,-16,-29,6
Nevada,2021-07-17,689,1,343785,5759,2873721.0,43.29,51.65,5287.0,1716.0,123,2,4296,11421021,725231,14947,-8,1,-11,-14,-15,3
Nevada,2021-07-18,689,1,344474,5760,2880103.0,43.37,51.78,5511.0,1789.0,73,1,3017,9871966,774188,16872,-2,-1,5,-11,-13,2
Nevada,2021-07-19,689,1,345163,5761,2885468.0,43.43,51.9,5473.0,1777.0,103,1,3656,12458524,719613,14938,0,4,6,-9,-31,6
Nevada,2021-07-20,1004,0,346167,5761,2889123.0,43.49,51.97,5442.0,1767.0,111,1,5730,13509046,699527,15804,1,5,2,-11,-31,6
Nevada,2021-07-21,931,28,347098,5789,2895012.0,43.56,52.09,5592.0,1815.0,124,4,6568,12240487,721379,15120,0,5,8,-12,-31,6
Nevada,2021-07-22,942,8,348040,5797,2900886.0,43.64,52.22,5654.0,1836.0,132,2,6185,11094788,735788,13238,-2,2,2,-15,-30,7
Nevada,2021-07-23,1003,20,349043,5817,2908084.0,43.72,52.38,5768.0,1873.0,108,2,6495,13124919,694168,16240,-6,0,0,-19,-30,7
Nevada,2021-07-24,800,6,349843,5823,2916412.0,43.82,52.57,6099.0,1980.0,95,0,6617,11540647,727673,14488,-10,-2,-12,-16,-15,3
Nevada,2021-07-25,800,6,350643,5829,2923004.0,43.9,52.71,6129.0,1990.0,135,1,3940,10748648,750721,16684,-6,-2,-4,-15,-14,3
Nevada,2021-07-26,800,8,351443,5837,2930843.0,43.99,52.88,6482.0,2104.0,143,4,6031,13339060,702629,14892,-2,1,-1,-12,-31,7
Nevada,2021-07-27,1124,17,352567,5854,2935705.0,44.05,52.99,6655.0,2161.0,127,7,7493,12573974,710586,14373,0,5,2,-13,-31,6
Nevada,2021-07-28,1179,20,353746,5874,2941670.0,44.11,53.13,6665.0,2164.0,127,1,7216,12092524,717439,13750,-1,4,5,-14,-31,6
Nevada,2021-07-29,1345,26,355091,5900,2947354.0,44.18,53.26,6638.0,2155.0,131,2,5093,13985909,687798,14617,-3,2,-6,-18,-30,7
Nevada,2021-07-30,1310,12,356401,5912,2957621.0,44.31,53.47,7077.0,2298.0,136,1,6405,13376203,682531,15644,-6,1,0,-19,-29,7
Nevada,2021-07-31,843,2,357244,5914,2965093.0,44.4,53.63,6954.0,2258.0,133,1,6344,12137498,709954,13941,-8,1,-13,-13,-14,3
Nevada,2021-08-01,843,2,358087,5916,2974860.0,44.52,53.84,7408.0,2405.0,131,0,4049,10601083,749394,16517,-1,3,3,-13,-13,2
Nevada,2021-08-02,845,2,358932,5918,2982219.0,44.6,54.0,7339.0,2383.0,106,1,3515,12669210,727475,14226,0,6,3,-11,-31,6
Nevada,2021-08-03,1215,11,360147,5929,2987621.0,44.67,54.11,7417.0,2408.0,114,3,8055,13607925,687185,14560,2,9,0,-14,-31,6
Nevada,2021-08-04,993,24,361140,5953,2994091.0,44.74,54.26,7489.0,2431.0,136,1,8893,13944537,676114,15016,-1,5,0,-16,-30,6
Nevada,2021-08-05,1135,26,362275,5979,3001625.0,44.83,54.43,7753.0,2517.0,131,0,8336,10527527,781726,12951,-1,4,-4,-18,-29,6
Nevada,2021-08-06,1299,26,363574,6005,3010544.0,44.94,54.62,7560.0,2454.0,150,2,10839,13007762,709025,15605,-4,1,-7,-20,-29,7
Nevada,2021-08-07,1003,11,364577,6016,3018890.0,45.05,54.81,7685.0,2495.0,132,2,7380,12683893,692478,14329,-8,2,-18,-13,-15,3
Nevada,2021-08-08,1003,11,365580,6027,3026079.0,45.13,54.96,7317.0,2376.0,126,1,5125,10650175,745337,16194,-2,4,-5,-14,-12,3
Nevada,2021-08-09,1004,13,366584,6040,3035768.0,45.25,55.16,7650.0,2484.0,133,0,6456,12246672,743197,14067,-2,6,-1,-12,-30,5
Nevada,2021-08-10,1125,40,367709,6080,3041339.0,45.32,55.27,7674.0,2491.0,156,4,7764,13067541,722359,15262,-2,7,-2,-15,-29,5
Nevada,2021-08-11,916,16,368625,6096,3046186.0,45.4,55.37,7442.0,2416.0,156,4,7677,12167414,747611,14263,-3,6,1,-16,-29,5
Nevada,2021-08-12,1221,24,369846,6120,3050470.0,45.46,55.45,6978.0,2265.0,144,2,9619,12439000,747469,15067,-5,4,-1,-16,-28,5
Nevada,2021-08-13,1280,40,371126,6160,3061607.0,45.62,55.66,7295.0,2368.0,142,4,13861,12984374,719154,15574,-5,2,1,-19,-27,5
Nevada,2021-08-14,841,10,371967,6170,3070083.0,45.74,55.82,7313.0,2374.0,139,1,7695,11271908,757945,13961,-8,0,-16,-17,-15,3
Nevada,2021-08-15,841,10,372808,6180,3076968.0,45.84,55.96,7270.0,2360.0,125,1,7076,10862833,772911,15365,-5,1,-3,-15,-13,3
Nevada,2021-08-16,841,10,373649,6190,3086881.0,45.99,56.12,7302.0,2371.0,117,0,4313,12487341,742664,14528,-5,3,-4,-12,-29,5
Nevada,2021-08-17,1002,33,374651,6223,3091757.0,46.04,56.21,7203.0,2339.0,130,2,7190,13102708,713066,14298,-4,4,-8,-16,-29,6
Nevada,2021-08-18,1429,25,376080,6248,3097258.0,46.14,56.3,7296.0,2369.0,153,1,8912,12088604,749778,14295,-4,4,-2,-17,-27,5
Nevada,2021-08-19,1413,11,377493,6259,3105565.0,46.26,56.43,7871.0,2555.0,137,3,10335,13093558,715276,14831,-5,1,-1,-18,-26,5
Nevada,2021-08-20,1207,21,378700,6280,3114923.0,46.39,56.59,7617.0,2473.0,135,1,11777,12951196,711276,15530,-7,-1,-3,-21,-26,5
Nevada,2021-08-21,1022,8,379722,6288,3124307.0,46.53,56.74,7746.0,2515.0,120,5,12302,11190558,746874,14109,-8,-1,-19,-20,-15,3
Nevada,2021-08-22,1022,8,380744,6296,3132617.0,46.65,56.88,7950.0,2581.0,135,3,3952,10162777,773304,16312,-5,0,-4,-17,-13,3
Nevada,2021-08-23,1022,10,381766,6306,3143369.0,46.81,57.04,8070.0,2620.0,120,3,5775,12056275,744717,14284,-6,1,-8,-16,-28,5
Nevada,2021-08-24,1007,46,382773,6352,3148258.0,46.89,57.11,8072.0,2621.0,142,3,9535,13592214,733229,13432,-5,2,-11,-21,-28,6
Nevada,2021-08-25,1362,24,384135,6376,3154754.0,47.0,57.2,8214.0,2667.0,132,0,10784,12750402,738438,12441,-6,2,-8,-21,-26,6
Nevada,2021-08-26,1137,22,385272,6398,3164474.0,47.16,57.36,8416.0,2732.0,132,0,14182,11504448,761685,10068,-7,1,-10,-19,-25,5
Nevada,2021-08-27,1287,35,386559,6433,3173633.0,47.3,57.5,8387.0,2723.0,144,2,11443,12459171,730649,14489,-8,-2,-8,-24,-24,5
Nevada,2021-08-28,933,15,387492,6448,3181645.0,47.43,57.63,8191.0,2659.0,104,4,9850,11922516,751820,12911,-11,-2,-16,-24,-15,4
Nevada,2021-08-29,933,15,388425,6463,3191664.0,47.59,57.78,8435.0,2738.0,109,3,7889,10461410,773784,15244,-8,-3,-9,-21,-14,3
Nevada,2021-08-30,933,16,389358,6479,3201118.0,47.75,57.91,8250.0,2678.0,102,2,6867,13188055,730814,14010,-7,1,-7,-20,-25,5
Nevada,2021-08-31,1242,31,390600,6510,3206423.0,47.84,57.99,8309.0,2698.0,130,2,9352,13859253,703425,15479,-5,3,-12,-21,-25,5
Nevada,2021-09-01,1452,29,392052,6539,3213855.0,47.97,58.1,8443.0,2741.0,129,3,9398,12421532,737571,11424,-4,5,-8,-21,-25,5
Nevada,2021-09-02,1136,26,393188,6565,3219810.0,48.06,58.19,7905.0,2566.0,115,2,11208,11984750,736566,11632,-4,3,-8,-19,-24,5
Nevada,2021-09-03,1407,18,394595,6583,3228433.0,48.2,58.33,7829.0,2542.0,94,2,14747,12529868,717526,12546,-4,4,-4,-21,-24,5
Nevada,2021-09-04,798,5,395393,6588,3236303.0,48.31,58.46,7808.0,2535.0,126,2,11432,14565457,679247,15516,-5,2,-10,-20,-17,3
Nevada,2021-09-05,798,5,396191,6593,,,,7298.0,2369.0,115,0,7701,,,,1,2,24,-20,-14,2
Nevada,2021-09-06,798,5,396989,6598,,,,6868.0,2230.0,117,4,2883,,,,-5,-1,7,-21,-62,14
Nevada,2021-09-07,799,6,397788,6604,3255635.0,48.62,58.74,7030.0,2282.0,112,2,7218,,,,-5,6,-7,-16,-25,5
Nevada,2021-09-08,1446,33,399234,6637,3259186.0,48.67,58.8,6476.0,2102.0,119,1,8828,,,,-6,4,-6,-19,-24,5
Nevada,2021-09-09,1115,44,400349,6681,3262758.0,48.73,58.85,6135.0,1992.0,129,1,11733,,,,-8,1,-9,-20,-23,5
Nevada,2021-09-10,1552,21,401901,6702,3270809.0,48.87,58.96,6054.0,1965.0,101,2,14734,,,,-9,-2,-6,-24,-22,5
Nevada,2021-09-11,983,8,402884,6710,3278095.0,48.98,59.07,5970.0,1938.0,101,0,11581,,,,-9,-1,-7,-20,-15,3
Nevada,2021-09-12,983,8,403867,6718,3284302.0,49.08,59.16,5936.0,1927.0,94,2,7008,,,,-7,-3,3,-14,-14,3
Nevada,2021-09-13,984,10,404851,6728,3291466.0,49.2,59.26,6039.0,1961.0,105,1,4940,,,,-5,-1,-5,-18,-28,5
Nevada,2021-09-14,1361,35,406212,6763,3298055.0,49.3,59.37,6060.0,1967.0,141,2,3268,,,,,,,,,
New Hampshire,2021-01-01,0,0,44028,758,,,,,,41,1,5402,3438365,412591,2045,-34,-28,42,-59,-75,28
