FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
30107,MT,Wheatland County,46.497047,-109.857147,1.5,38449,35.3,-100.00%
31003,NE,Antelope County,42.183225,-98.058037,7.8,55371,33,-100.00%
31035,NE,Clay County,40.523669,-98.05105,11.4,56259,32.7,-100.00%
31037,NE,Colfax County,41.574675,-97.089455,25.5,55787,29.6,-100.00%
31049,NE,Deuel County,41.112988,-102.332604,4.4,47097,33.4,-100.00%
31059,NE,Fillmore County,40.52504,-97.596705,10.2,56697,36.1,-100.00%
31065,NE,Furnas County,40.191991,-99.909661,6.9,49685,33.2,-100.00%
31071,NE,Garfield County,41.905572,-98.922998,3.6,46245,30.5,-100.00%
31089,NE,Holt County,42.459287,-98.784766,4.3,55965,33,-100.00%
31093,NE,Howard County,41.219403,-98.513303,11,52292,37.4,-100.00%
31095,NE,Jefferson County,40.175736,-97.143103,13.2,47075,39.9,-100.00%
31141,NE,Platte County,41.576866,-97.513467,47.8,63656,30.7,-100.00%
31145,NE,Red Willow County,40.16942,-100.468576,15.4,49034,31.7,-100.00%
31161,NE,Sheridan County,42.507074,-102.389698,2.2,43819,34.3,-100.00%
35011,NM,De Baca County,34.351429,-104.401527,0.9,35087,39.7,-100.00%
35037,NM,Quay County,35.107018,-103.548071,3.1,33085,39.9,-100.00%
35051,NM,Sierra County,33.119479,-107.188161,2.9,31741,28.4,-100.00%
35059,NM,Union County,36.488085,-103.475723,1.2,40426,42.1,-100.00%
36041,NY,Hamilton County,43.657879,-74.502456,2.8,59020,28.5,-100.00%
38023,ND,Divide County,48.818142,-103.497653,1.6,58715,36.7,-100.00%
38033,ND,Golden Valley County,46.938924,-103.844612,1.7,58075,24.8,-100.00%
38043,ND,Kidder County,46.935385,-99.742727,1.8,45401,34.9,-100.00%
38051,ND,McIntosh County,46.117034,-99.443041,2.9,47288,29.7,-100.00%
38065,ND,Oliver County,47.118079,-101.33142,2.6,68243,31.7,-100.00%
38069,ND,Pierce County,48.238883,-99.966497,4.3,47360,35.4,-100.00%
40001,OK,Adair County,35.8975,-94.651671,39.6,35156,45.6,-100.00%
40003,OK,Alfalfa County,36.729703,-98.323445,6.5,52952,39.1,-100.00%
40005,OK,Atoka County,34.374813,-96.034705,14.5,39702,40.6,-100.00%
40007,OK,Beaver County,36.748334,-100.483056,3.1,52550,36,-100.00%
40009,OK,Beckham County,35.273945,-99.671638,24.5,47825,38.4,-100.00%
40011,OK,Blaine County,35.877782,-98.428934,12.9,49513,34.5,-100.00%
40013,OK,Bryan County,33.964004,-96.264137,46.9,43445,32,-100.00%
40015,OK,Caddo County,35.16792,-98.381045,23.2,48533,39.9,-100.00%
40017,OK,Canadian County,35.543416,-97.979836,128.9,70942,29.5,-100.00%
40019,OK,Carter County,34.251848,-97.287927,57.8,48660,36.4,-100.00%
40021,OK,Cherokee County,35.904367,-94.996796,62.7,42913,31.4,-100.00%
40023,OK,Choctaw County,34.027645,-95.554208,19.7,35308,39.4,-100.00%
40027,OK,Cleveland County,35.203117,-97.328332,474.7,62343,25.6,-100.00%
40029,OK,Coal County,34.582861,-96.288039,11.5,39396,41.7,-100.00%
40031,OK,Comanche County,34.662628,-98.476597,116.1,51382,32.1,-100.00%
40033,OK,Cotton County,34.290676,-98.373438,9.8,43386,43.4,-100.00%
40035,OK,Craig County,36.76389,-95.201553,19.7,43074,40.1,-100.00%
40037,OK,Creek County,35.907732,-96.379793,73.6,54478,40.5,-100.00%
40039,OK,Custer County,35.645601,-98.997386,27.8,49577,30.6,-100.00%
40041,OK,Delaware County,36.393369,-94.808206,56.2,40287,35.6,-100.00%
40043,OK,Dewey County,35.978433,-99.014094,4.8,50728,39.4,-100.00%
40045,OK,Ellis County,36.224258,-99.750139,3.4,51867,38.6,-100.00%
40047,OK,Garfield County,36.378273,-97.787729,57.2,52387,36.8,-100.00%
40049,OK,Garvin County,34.70935,-97.312723,34.4,47858,45.1,-100.00%
40051,OK,Grady County,35.021058,-97.88689,47.6,56489,39.8,-100.00%
40053,OK,Grant County,36.788254,-97.788151,4.5,49073,34.7,-100.00%
40055,OK,Greer County,34.935263,-99.552968,9.8,37445,36.6,-100.00%
40059,OK,Harper County,36.800456,-99.662842,3.5,55112,30.8,-100.00%
40061,OK,Haskell County,35.232294,-95.109578,22.1,37776,37.4,-100.00%
40063,OK,Hughes County,35.052934,-96.251183,17.4,37566,39.2,-100.00%
40065,OK,Jackson County,34.593949,-99.41221,32.9,47747,27.6,-100.00%
40069,OK,Johnston County,34.313455,-96.654255,17,39756,35.6,-100.00%
40071,OK,Kay County,36.814842,-97.143755,50.6,45700,32.7,-100.00%
40073,OK,Kingfisher County,35.949431,-97.934568,16.7,59266,35.4,-100.00%
40075,OK,Kiowa County,34.921489,-98.981617,9.3,37831,36.3,-100.00%
40077,OK,Latimer County,34.875137,-95.272263,15.4,38284,36.2,-100.00%
40079,OK,Le Flore County,34.899642,-94.703491,31.7,38709,40.3,-100.00%
40081,OK,Lincoln County,35.703118,-96.881392,36,48039,39.2,-100.00%
40083,OK,Logan County,35.914151,-97.450764,56.3,69114,32.1,-100.00%
40085,OK,Love County,33.957775,-97.245124,18.3,48725,42.8,-100.00%
40087,OK,McClain County,35.016414,-97.449811,60.5,65831,33.3,-100.00%
40089,OK,McCurtain County,34.117073,-94.766086,17.9,37390,43.5,-100.00%
40091,OK,McIntosh County,35.369092,-95.671764,32.7,37468,42.2,-100.00%
40093,OK,Major County,36.313119,-98.542015,7.9,56102,40.4,-100.00%
40095,OK,Marshall County,34.027007,-96.770533,42.7,42258,35.4,-100.00%
40097,OK,Mayes County,36.303804,-95.235638,63,50951,39.1,-100.00%
40099,OK,Murray County,34.485766,-97.071557,32.4,50031,37.4,-100.00%
40101,OK,Muskogee County,35.617551,-95.383911,87.6,43911,36.2,-100.00%
40103,OK,Noble County,36.384901,-97.236335,15.8,54210,39.9,-100.00%
40105,OK,Nowata County,36.789615,-95.613312,18.6,45734,45.4,-100.00%
40107,OK,Okfuskee County,35.466804,-96.327762,19.7,37545,38.6,-100.00%
40109,OK,Oklahoma County,35.554611,-97.409401,1013.8,52346,25.3,-100.00%
40111,OK,Okmulgee County,35.646879,-95.96458,57.5,42354,35.7,-100.00%
40113,OK,Osage County,36.62468,-96.408385,21.1,48826,38.6,-100.00%
40115,OK,Ottawa County,36.835764,-94.802681,67.6,38194,37.3,-100.00%
40117,OK,Pawnee County,36.313704,-96.696669,29.2,46949,43.7,-100.00%
40119,OK,Payne County,36.079225,-96.975255,113,47748,26.9,-100.00%
40121,OK,Pittsburg County,34.92554,-95.74813,35.1,42376,38.5,-100.00%
40123,OK,Pontotoc County,34.721071,-96.692738,52,48450,33.3,-100.00%
40125,OK,Pottawatomie County,35.211393,-96.957007,88.2,48499,35.9,-100.00%
40127,OK,Pushmataha County,34.377896,-95.408085,8.3,37026,41.1,-100.00%
40129,OK,Roger Mills County,35.708554,-99.741572,3.2,53871,37.2,-100.00%
40131,OK,Rogers County,36.378082,-95.601337,128.6,61849,32.8,-100.00%
40133,OK,Seminole County,35.158366,-96.602858,40.3,37901,34.1,-100.00%
40135,OK,Sequoyah County,35.502435,-94.750757,63,38998,38.5,-100.00%
40137,OK,Stephens County,34.481361,-97.855607,51.8,46512,41.1,-100.00%
40139,OK,Texas County,36.741964,-101.488434,10.1,51812,26.1,-100.00%
40141,OK,Tillman County,34.371085,-98.931701,9.2,41186,33.6,-100.00%
40143,OK,Tulsa County,36.120121,-95.941731,1058.1,55796,25.5,-100.00%
40145,OK,Wagoner County,35.963479,-95.5141,130.1,62889,32.9,-100.00%
40147,OK,Washington County,36.70438,-95.906155,122.7,53992,33.9,-100.00%
40149,OK,Washita County,35.290177,-98.991962,11.6,47484,42.9,-100.00%
40151,OK,Woods County,36.765141,-98.868967,6.9,51715,29.8,-100.00%
40153,OK,Woodward County,36.425619,-99.273661,16.2,55134,40.7,-100.00%
42053,PA,Forest County,41.513304,-79.249705,18.1,41750,55.6,-100.00%
46043,SD,Douglas County,43.391506,-98.358433,7,55159,36.6,-100.00%
46107,SD,Potter County,45.064276,-99.949631,2.7,54722,36,-100.00%
47033,TN,Crockett County,35.811312,-89.135349,54.9,44431,41.9,-100.00%
48001,TX,Anderson County,31.841266,-95.661744,55,45969,36.2,-100.00%
48003,TX,Andrews County,32.312258,-102.640206,9.9,84946,36.7,-100.00%
48011,TX,Armstrong County,34.964179,-101.356636,2.1,57210,24.4,-100.00%
48017,TX,Bailey County,34.067521,-102.830345,8.7,45051,35.2,-100.00%
48045,TX,Briscoe County,34.525173,-101.205893,1.8,44409,33.4,-100.00%
48075,TX,Childress County,34.529337,-100.208336,10.1,42291,38.9,-100.00%
48099,TX,Coryell County,31.391177,-97.798022,71.7,48099,28,-100.00%
48103,TX,Crane County,31.422797,-102.487774,5.6,61987,30.7,-100.00%
48105,TX,Crockett County,30.717532,-101.404211,1.3,49117,34.3,-100.00%
48115,TX,Dawson County,32.741934,-101.947322,15.4,43726,36.6,-100.00%
48125,TX,Dickens County,33.614666,-100.786095,2.7,39627,34.2,-100.00%
48129,TX,Donley County,34.955036,-100.815846,4,40945,31.9,-100.00%
48137,TX,Edwards County,29.985877,-100.307373,0.9,37812,29,-100.00%
48155,TX,Foard County,33.980404,-99.777427,1.9,37648,28.7,-100.00%
48159,TX,Franklin County,33.175846,-95.219066,37.3,48222,30,-100.00%
48165,TX,Gaines County,32.743942,-102.631562,11.7,56321,29.4,-100.00%
48169,TX,Garza County,33.183792,-101.301134,7.2,46490,27.9,-100.00%
48175,TX,Goliad County,28.6607,-97.430415,8.5,55008,30.7,-100.00%
48179,TX,Gray County,35.402542,-100.812374,24.3,49121,32.3,-100.00%
48191,TX,Hall County,34.453189,-100.576343,3.8,32597,28.8,-100.00%
48193,TX,Hamilton County,31.706982,-98.111794,10.2,49210,33.8,-100.00%
48197,TX,Hardeman County,34.289904,-99.745697,6,42469,35,-100.00%
48229,TX,Hudspeth County,31.450868,-105.377549,0.8,42671,30.7,-100.00%
48261,TX,Kenedy County,26.890232,-97.591233,0.3,42153,21.1,-100.00%
48297,TX,Live Oak County,28.351535,-98.126961,11.1,48814,34.5,-100.00%
48305,TX,Lynn County,33.178412,-101.818493,6.6,43436,29.6,-100.00%
48317,TX,Martin County,32.30983,-101.961836,5.2,56484,31.1,-100.00%
48327,TX,Menard County,30.883707,-99.854936,2.5,35881,35.1,-100.00%
48331,TX,Milam County,30.791242,-96.984395,24.3,46720,38.2,-100.00%
48333,TX,Mills County,31.494889,-98.594623,6.6,47068,30.4,-100.00%
48341,TX,Moore County,35.835676,-101.890502,24.3,53785,23.3,-100.00%
48349,TX,Navarro County,32.04845,-96.476908,47.3,46259,29.4,-100.00%
48359,TX,Oldham County,35.401921,-102.59762,1.4,56590,33.4,-100.00%
48399,TX,Runnels County,31.833311,-99.967856,10,42205,34.9,-100.00%
48421,TX,Sherman County,36.277628,-101.894716,3.3,57052,27.8,-100.00%
48431,TX,Sterling County,31.835774,-101.054911,1.2,59064,45.9,-100.00%
48433,TX,Stonewall County,33.17958,-100.253807,1.6,46915,43.6,-100.00%
48435,TX,Sutton County,30.517865,-100.505395,2.8,54774,29.9,-100.00%
48445,TX,Terry County,33.171229,-102.339284,14.2,41268,31.6,-100.00%
48447,TX,Throckmorton County,33.170712,-99.206137,1.8,42701,36.9,-100.00%
48461,TX,Upton County,31.353849,-102.042013,2.7,53867,40.1,-100.00%
48505,TX,Zapata County,26.996981,-99.182603,14,33160,29.5,-100.00%
49001,UT,Beaver County,38.357535,-113.238948,2.6,55940,35.1,-100.00%
49017,UT,Garfield County,37.831622,-111.450886,1,51028,35.6,-100.00%
49021,UT,Iron County,37.882727,-113.290059,14,51393,25.2,-100.00%
49025,UT,Kane County,37.275118,-111.815413,1.8,52355,24,-100.00%
49053,UT,Washington County,37.262531,-113.4878,56.9,57069,23.3,-100.00%
51091,VA,Highland County,38.356672,-79.567958,5.6,45089,35.7,-100.00%
53013,WA,Columbia County,46.292851,-117.911635,4.7,53700,24,-100.00%
53069,WA,Wahkiakum County,46.294638,-123.424458,15.1,55692,29.2,-100.00%
54087,WV,Roane County,38.743033,-81.354502,30.9,36658,43,-100.00%
55067,WI,Langlade County,45.259204,-89.06819,22.9,51334,42.5,-100.00%
55099,WI,Price County,45.679072,-90.35965,11.3,47032,40.3,-100.00%
56043,WY,Washakie County,43.878831,-107.669052,3.8,55190,30.3,-100.00%
